id	taxon	trait	dstate	value	units	country	state	created.by	created.date
3672	Gentiana newberryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3673	Gentiana newberryi var. newberryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3674	Gentiana newberryi var. tiogana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3675	Gentiana plurisetosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3676	Gentiana prostrata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3677	Gentiana sceptrum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3678	Gentiana setigera	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3679	Gentianella amarella ssp. acuta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3680	Gentianella tenella ssp. tenella	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3681	Gentianopsis holopetala	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3682	Gentianopsis simplex	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3683	Swertia albicaulis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3684	Swertia albicaulis var. albicaulis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3685	Swertia albicaulis var. nitida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3686	Swertia albomarginata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3687	Swertia fastigiata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3688	Swertia neglecta	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3689	Swertia parryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3690	Swertia perennis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3691	Swertia puberulenta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3692	Swertia radiata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3693	Swertia tubulosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3694	Erodium botrys	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3695	Erodium brachycarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3696	Erodium cicutarium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3697	Erodium cygnorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3698	Erodium macrophyllum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3699	Erodium malacoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3700	Erodium moschatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3701	Erodium texanum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3702	Geranium anemonifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3703	Geranium bicknellii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3704	Geranium californicum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3705	Geranium carolinianum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3706	Geranium dissectum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3707	Geranium molle	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3708	Geranium oreganum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3709	Geranium potentilloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3710	Geranium pusillum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3711	Geranium retrorsum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3712	Geranium richardsonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3713	Geranium robertianum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3714	Geranium viscosissimum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3715	Pelargonium X-domesticum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3716	Pelargonium grossularioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3717	Pelargonium X-hortorum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3718	Pelargonium inquinans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3719	Pelargonium panduriforme	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3720	Pelargonium peltatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3721	Pelargonium quercifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3722	Pelargonium vitifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3723	Pelargonium zonale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3724	Ribes amarum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3725	Ribes aureum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3726	Ribes aureum var. aureum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3727	Ribes aureum var. gracillimum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3728	Ribes binominatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3729	Ribes bracteosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3730	Ribes californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3731	Ribes californicum var. californicum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3732	Ribes californicum var. hesperium	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3733	Ribes canthariforme	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3734	Ribes cereum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3735	Ribes cereum var. cereum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3736	Ribes cereum var. inebrians	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3737	Ribes divaricatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3738	Ribes divaricatum var. parishii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3739	Ribes divaricatum var. pubiflorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3740	Ribes hudsonianum var. petiolare	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3741	Ribes indecorum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3742	Ribes inerme	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3743	Ribes inerme var. inerme	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3744	Ribes inerme var. klamathense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3745	Ribes lacustre	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3746	Ribes lasianthum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3747	Ribes laxiflorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3748	Ribes lobbii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3749	Ribes malvaceum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3750	Ribes malvaceum var. malvaceum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3751	Ribes malvaceum var. viridifolium	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3752	Ribes marshallii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3753	Ribes menziesii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3754	Ribes montigenum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3755	Ribes nevadense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3756	Ribes quercetorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3757	Ribes roezlii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3758	Ribes roezlii var. amictum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3759	Ribes roezlii var. cruentum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3760	Ribes roezlii var. roezlii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3761	Ribes sanguineum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3762	Ribes sanguineum var. glutinosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3763	Ribes sanguineum var. sanguineum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3764	Ribes sericeum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3765	Ribes speciosum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3766	Ribes thacherianum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3767	Ribes tularense	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3768	Ribes velutinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3769	Ribes viburnifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3770	Ribes victoris	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3771	Ribes viscosissimum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3772	Gunnera tinctoria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3773	Haloragis erecta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3774	Myriophyllum aquaticum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3775	Myriophyllum hippuroides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3776	Myriophyllum sibiricum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3777	Myriophyllum spicatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3778	Myriophyllum verticillatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3779	Aesculus californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3780	Hippuris vulgaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3781	Draperia systyla	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3782	Emmenanthe penduliflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3783	Emmenanthe penduliflora var. penduliflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3784	Emmenanthe penduliflora var. rosea	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3785	Eriodictyon altissimum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3786	Eriodictyon angustifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3787	Eriodictyon californicum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3788	Eriodictyon capitatum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3789	Eriodictyon crassifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3790	Eriodictyon crassifolium var. crassifolium	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3791	Eriodictyon crassifolium var. nigrescens	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3792	Eriodictyon tomentosum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3793	Eriodictyon traskiae	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3794	Eriodictyon trichocalyx	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3795	Eriodictyon trichocalyx var. lanatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3796	Eriodictyon trichocalyx var. trichocalyx	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3797	Eucrypta chrysanthemifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3798	Eucrypta chrysanthemifolia var. bipinnatifida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3799	Eucrypta chrysanthemifolia var. chrysanthemifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3800	Eucrypta micrantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3801	Hesperochiron californicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3802	Hesperochiron pumilus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3803	Hydrophyllum capitatum var. alpinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3804	Hydrophyllum fendleri var. albifrons	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3805	Hydrophyllum occidentale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3806	Hydrophyllum tenuipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3807	Nama aretioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3808	Nama aretioides var. californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3809	Nama aretioides var. multiflorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3810	Nama californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3811	Nama demissum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3812	Nama demissum var. covillei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3813	Nama demissum var. demissum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3814	Nama densum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3815	Nama densum var. densum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3816	Nama densum var. parviflorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3817	Nama depressum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3818	Nama dichotomum var. dichotomum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3819	Nama hispidum var. spathulatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3820	Nama lobbii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3821	Nama pusillum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3822	Nama rothrockii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3823	Nama stenocarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3824	Nemophila breviflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3825	Nemophila heterophylla	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3826	Nemophila maculata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3827	Nemophila menziesii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3828	Nemophila menziesii var. atomaria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3829	Nemophila menziesii var. integrifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3830	Nemophila menziesii var. menziesii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3831	Nemophila parviflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3832	Nemophila parviflora var. austiniae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3833	Nemophila parviflora var. parviflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3834	Nemophila parviflora var. quercifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3835	Nemophila pedunculata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3836	Nemophila pulchella	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3837	Nemophila pulchella var. fremontii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3838	Nemophila pulchella var. gracilis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3839	Nemophila pulchella var. pulchella	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3840	Nemophila spatulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3841	Phacelia adenophora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3842	Phacelia affinis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3843	Phacelia amabilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3844	Phacelia anelsonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3845	Phacelia argentea	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3846	Phacelia austromontana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3847	Phacelia barnebyana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3848	Phacelia bicolor var. bicolor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3849	Phacelia bolanderi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3850	Phacelia brachyloba	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3851	Phacelia breweri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3852	Phacelia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3853	Phacelia calthifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3854	Phacelia campanularia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3855	Phacelia campanularia ssp. campanularia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3856	Phacelia campanularia ssp. vasiformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3857	Phacelia cicutaria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3858	Phacelia cicutaria var. cicutaria	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3859	Phacelia cicutaria var. hispida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3860	Phacelia cicutaria var. hubbyi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3861	Phacelia ciliata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3862	Phacelia coerulea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3863	Phacelia congdonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3864	Phacelia cookei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3865	Phacelia corymbosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3866	Phacelia crenulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3867	Phacelia crenulata var. ambigua	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3868	Phacelia crenulata var. crenulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3869	Phacelia crenulata var. minutiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3870	Phacelia cryptantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3871	Phacelia curvipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3872	Phacelia dalesiana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3873	Phacelia davidsonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3874	Phacelia distans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3875	Phacelia divaricata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3876	Phacelia douglasii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3877	Phacelia egena	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3878	Phacelia eisenii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3879	Phacelia exilis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3880	Phacelia floribunda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3881	Phacelia fremontii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3882	Phacelia glandulifera	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3883	Phacelia grandiflora	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3884	Phacelia greenei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3885	Phacelia grisea	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3886	Phacelia gymnoclada	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3887	Phacelia hastata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3888	Phacelia hastata ssp. compacta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3889	Phacelia hastata ssp. hastata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3890	Phacelia heterophylla ssp. virgata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3891	Phacelia humilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3892	Phacelia humilis var. dudleyi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3893	Phacelia humilis var. humilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3894	Phacelia hydrophylloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3895	Phacelia imbricata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3896	Phacelia imbricata ssp. imbricata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3897	Phacelia imbricata ssp. patula	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3898	Phacelia insularis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3899	Phacelia insularis var. continentis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3900	Phacelia insularis var. insularis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3901	Phacelia inundata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3902	Phacelia inyoensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3903	Phacelia ivesiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3904	Phacelia ixodes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3905	Phacelia lemmonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3906	Phacelia leonis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3907	Phacelia linearis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3908	Phacelia longipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3909	Phacelia lyonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3910	Phacelia malvifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3911	Phacelia marcescens	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3912	Phacelia minor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3913	Phacelia mohavensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3914	Phacelia monoensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3915	Phacelia mustelina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3916	Phacelia mutabilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3917	Phacelia nashiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3918	Phacelia neglecta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3919	Phacelia nemoralis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3920	Phacelia nemoralis ssp. nemoralis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3921	Phacelia nemoralis ssp. oregonensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3922	Phacelia novenmillensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3923	Phacelia orogenes	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3924	Phacelia pachyphylla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3925	Phacelia parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3926	Phacelia parryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3927	Phacelia pedicellata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3928	Phacelia peirsoniana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3929	Phacelia perityloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3930	Phacelia perityloides var. jaegeri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3931	Phacelia perityloides var. perityloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3932	Phacelia phacelioides	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3933	Phacelia platyloba	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3934	Phacelia pringlei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3935	Phacelia procera	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3936	Phacelia pulchella var. gooddingii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3937	Phacelia purpusii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3938	Phacelia quickii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3939	Phacelia racemosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3940	Phacelia ramosissima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3941	Phacelia ramosissima var. austrolitoralis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3942	Phacelia ramosissima var. eremophila	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3943	Phacelia ramosissima var. latifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3944	Phacelia ramosissima var. montereyensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3945	Phacelia ramosissima var. ramosissima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3946	Phacelia ramosissima var. subglabra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3947	Phacelia rattanii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
3948	Phacelia rotundifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
3949	Phacelia saxicola	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
