id	taxon	N	country	state	county	place.name	collection	accession	notes	created.by	created.date	modified.by	modified.date	source.family	source.taxon	source.genus	source.species	source.subspp.taxa	source.original.location	collection.type	collection.date	source.N	sun_shade	RefFile	RefRecord	Notes	blade_area_cm2	specific_leaf_area_cm2_g-1	blade_length_cm	blade_width_cm	leaf_thickness_micron	Num_lflets
552	Phylica cuspidata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica cuspidata	Phylica	cuspidata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	76		0.05	29.71	0.65	0.28		1
553	Phylica cylindrica	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica cylindrica	Phylica	cylindrica		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	77		0.07	39.46	0.72	0.10		1
554	Phylica debilis	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica debilis	Phylica	debilis		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	78		0.03	43.71	0.37	0.15		1
555	Phylica dioica	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica dioica	Phylica	dioica		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	79		0.26	26.61	0.80	0.43		1
556	Phylica disticha	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica disticha	Phylica	disticha		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	80		0.03	48.41	0.35	0.08		1
557	Phylica ericoides	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica ericoides	Phylica	ericoides		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	81		0.08	42.95	0.50	0.10		1
558	Phylica ericoides	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica ericoides	Phylica	ericoides			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	82		0.03	38.09	0.43	0.05		1
559	Phylica ericoides	1	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Phylica ericoides	Phylica	ericoides			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	83		0.04	31.87				1
560	Phylica eriopharus	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica eriopharus	Phylica	eriopharus		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	84		0.10	35.07	0.80	0.13		1
561	Phylica floribunda	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica floribunda	Phylica	floribunda		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	85		0.06	33.58	0.50	0.20		1
562	Phylica gnidioides	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica gnidioides	Phylica	gnidioides		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	86		0.03	32.11	0.40	0.05		1
563	Phylica gnidioides	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica gnidioides	Phylica	gnidioides			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	87		0.04	47.37	0.80	0.10		1
564	Phylica gnidioides	3	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Phylica gnidioides	Phylica	gnidioides			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	88		0.07	38.98	0.47	0.05		1
565	Phylica harveyi	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica harveyi	Phylica	harveyi		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	89		0.07	29.34	0.60	0.13		1
566	Phylica harveyi	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica harveyi	Phylica	harveyi			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	90		0.06	27.86	0.73	0.12		1
567	Phylica humilis	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica humilis	Phylica	humilis		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	91		0.01	42.46	0.10	0.05		1
568	Phylica imberbis	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica imberbis	Phylica	imberbis		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	92		0.06	38.55	0.97	0.10		1
569	Phylica imberbis	3	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Phylica imberbis	Phylica	imberbis			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	94		0.13	28.74	1.17	0.10		1
570	Phylica imberbis	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica imberbis	Phylica	imberbis			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	93		0.09	25.68	1.43	0.10		1
571	Phylica laevis	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica laevis	Phylica	laevis		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	95		0.06	23.88	0.40	0.20		1
572	Phylica lanata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica lanata	Phylica	lanata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	96		0.05	27.06	0.37	0.10		1
573	Phylica lasicarpa	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica lasicarpa	Phylica	lasicarpa		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	97		0.06	22.87	0.53	0.10		1
574	Phylica minutiflora	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica minutiflora	Phylica	minutiflora		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	98		0.12	30.35	1.10	0.13		1
575	Phylica odorata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica odorata	Phylica	odorata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	99		0.10	36.04	0.90	0.10		1
576	Phylica oleatofolia	9	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica oleatofolia	Phylica	oleatofolia		Cape Province (South Africa)	herbarium	00xxxx	9	Sun	LfDat00.xls/UCJEP.2000	100		0.53	33.43	1.70	0.60		1
577	Phylica paniculata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica paniculata	Phylica	paniculata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	101		0.11	28.29	0.87	0.20		1
578	Phylica paniculata	3	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Phylica paniculata	Phylica	paniculata			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	103		0.23	51.63	0.83	0.30		1
579	Phylica paniculata	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica paniculata	Phylica	paniculata			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	102		0.29	51.44	1.17	0.23		1
580	Phylica parviflora	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica parviflora	Phylica	parviflora		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	104		0.04	33.70	0.40	0.20		1
581	Phylica parviflora	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica parviflora	Phylica	parviflora			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	105		0.04	34.97	0.23	0.07		1
582	Phylica pinea	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica pinea	Phylica	pinea		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	106		0.10	42.72	0.83	0.18		1
583	Phylica plumosa	7	South Africa	Cape Province	NA	N. Cape Province	UCBG	96.0087		D. Ackerly	7/13/06			RHAMNACEAE	Phylica plumosa	Phylica	plumosa		N. Cape Province, S. Africa	botanic garden	03/23/01	7	Sun	LfDat01.xls/UCBG.2001	27		0.11	24.75	1.50	0.18		1
584	Phylica plumosa	10	NA	NA	NA	NA	UCSC	88.141		D. Ackerly	7/13/06			RHAMNACEAE	Phylica plumosa	Phylica	plumosa			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	36		0.61	102.37	2.07	0.10		1
585	Phylica plumosa	9	NA	NA	NA	NA	UCSC	99.46		D. Ackerly	7/13/06			RHAMNACEAE	Phylica plumosa	Phylica	plumosa			botanic garden	8/17/01	9	Sun	LfDat01.xls/UCSC.2001	37		0.63	81.46	2.77	0.10		1
586	Phylica plumosa	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica plumosa	Phylica	plumosa		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	107		0.23	44.20	1.30	0.30		1
587	Phylica plumosa	1	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica plumosa	Phylica	plumosa			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	108		0.30	43.88				1
588	Phylica pubescens	6	South Africa	Cape Prov.	NA	Western Cape Prov.	UCBG	96.0088		D. Ackerly	7/13/06			RHAMNACEAE	Phylica pubescens	Phylica	pubescens		Western Cape Prov., S. Africa	botanic garden	03/23/01	6	Sun	LfDat01.xls/UCBG.2001	47		0.28	34.08	2.70	0.17		1
589	Phylica pubescens	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica pubescens	Phylica	pubescens		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	109		0.36	48.68	1.93	0.33		1
590	Phylica purpurea	10	NA	NA	NA	NA	UCSC	96.1008		D. Ackerly	7/13/06			RHAMNACEAE	Phylica purpurea	Phylica	purpurea		KB96	botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	38		0.33	83.08	0.90	0.30		1
591	Phylica rigidifolia	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica rigidifolia	Phylica	rigidifolia		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	110		0.17	24.61	1.17	0.13		1
592	Phylica selaginoides	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica selaginoides	Phylica	selaginoides		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	111		0.04	30.51	0.30	0.10		1
593	Phylica spicata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica spicata	Phylica	spicata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	112		0.22	24.77	1.17	0.37		1
594	Phylica stipularis	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica stipularis	Phylica	stipularis		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	113		0.08	26.17	0.73	0.10		1
595	Phylica stipularis	3	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Phylica stipularis	Phylica	stipularis			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	115		0.03	61.93	0.33	0.05		1
596	Phylica stipularis	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica stipularis	Phylica	stipularis			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	114		0.06	25.16	0.47	0.10		1
597	Phylica subulifolia	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica subulifolia	Phylica	subulifolia		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	116		0.05	34.47	0.47	0.10		1
598	Phylica thadei	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica thadei	Phylica	thadei		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	117		0.06	44.73	0.57	0.13		1
599	Phylica tropica	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica tropica	Phylica	tropica		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	118		0.15	33.25	1.13	0.17		1
600	Phylica tuberculata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica tuberculata	Phylica	tuberculata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	119		0.05	19.50	0.67	0.10		1
601	Phylica tuberculata	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica tuberculata	Phylica	tuberculata			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	120		0.06	27.04	0.93	0.10		1
602	Phylica verticilata	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica verticilata	Phylica	verticilata		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	121		0.17	29.38	1.47	0.20		1
603	Phylica villosa	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica villosa	Phylica	villosa		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	122		0.10	31.61	1.33	0.10		1
604	Phylica vulgaris	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica vulgaris	Phylica	vulgaris		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	123		0.05	37.93	0.60	0.07		1
605	Phylica wildenowiana	3	South Africa	Cape Province	NA	Cape Province	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Phylica wildenowiana	Phylica	wildenowiana		Cape Province (South Africa)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	124		0.09	29.43	0.97	0.10		1
606	Phylica wildenowiana	3	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Phylica wildenowiana	Phylica	wildenowiana			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	126		0.05	37.62	1.00	0.10		1
607	Phylica wildenowiana	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Phylica wildenowiana	Phylica	wildenowiana			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	125		0.05	33.62	0.43	0.17		1
608	Physocarpus capitatus	2	NA	NA	NA	NA	WPA	622-50*A		D. Ackerly	7/13/06			ROSACEAE	Physocarpus capitatus	Physocarpus	capitatus			botanic garden	09/07/01	2	Sun	LfDat01.xls/WPA.2001	97		27.16	335.15	7.00	6.40		1
609	Physocarpus capitatus	6	NA	NA	NA	NA	UCBG	84.0113		D. Ackerly	7/13/06			ROSACEAE	Physocarpus capitatus	Physocarpus	capitatus			botanic garden	07/24/01	6	Sun	LfDat01.xls/UCBG.2001	191		19.44	196.40	6.07	5.83		1
610	Physocarpus capitatus	5	NA	NA	NA	NA	UCBG	56.0906		D. Ackerly	7/13/06			ROSACEAE	Physocarpus capitatus	Physocarpus	capitatus			botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	190		20.54	192.21	5.90	6.50		1
611	Physocarpus capitatus	4	NA	NA	NA	NA	UCBG	84.0113		D. Ackerly	7/13/06			ROSACEAE	Physocarpus capitatus	Physocarpus	capitatus			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	192	more sun	13.92	180.69	5.20	4.90		1
612	Physocarpus capitatus	3	NA	NA	NA	NA	UCBG	82.1292		D. Ackerly	7/13/06			ROSACEAE	Physocarpus capitatus	Physocarpus	capitatus			botanic garden	07/24/01	3	Shade	LfDat01.xls/UCBG.2001	230	shade	14.18	305.53	4.53	4.67		1
613	Physocarpus intermedius	3	NA	NA	NA	NA	UCBG	87.0556		D. Ackerly	7/13/06			ROSACEAE	Physocarpus intermedius	Physocarpus	intermedius			botanic garden	06/19/01	3	Sun	LfDat01.xls/UCBG.2001	84		30.64	195.93	8.07	6.30		1
614	Physocarpus opulifolius	3	NA	NA	NA	NA	UCBG	79.013		D. Ackerly	7/13/06			ROSACEAE	Physocarpus opulifolius	Physocarpus	opulifolius			botanic garden	06/19/01	3	Sun	LfDat01.xls/UCBG.2001	85		31.25	144.96	8.47	7.43		1
615	Pistacia atlantica	4	NA	NA	NA	Galilee	UCJEP	1422520		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia atlantica	Pistacia	atlantica		Galilee	herbarium	2/20/03	4	Sun	LfDat01/UCJEP.2003	7		1.70	163.46				7
616	Pistacia atlantica	3	Jordan	NA	NA	NA	UCJEP	M085132		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia atlantica	Pistacia	atlantica		Jordan	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	8		5.10	57.65				7
617	Pistacia chinensis	4	China	NA	NA	NA	UCJEP	222811		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia chinensis	Pistacia	chinensis		China	herbarium	2/20/03	4	Sun	LfDat01/UCJEP.2003	9		3.35	116.02				7
618	Pistacia chinensis	1	China	NA	NA	NA	UCJEP	361667		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia chinensis	Pistacia	chinensis		China	herbarium	2/20/03	1	Sun	LfDat01/UCJEP.2003	10		5.50	156.25				7
619	Pistacia lentiscus	6	Jordan	NA	NA	NA	UCJEP	M034137		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia lentiscus	Pistacia	lentiscus		Jordan	herbarium	2/20/03	6	Sun	LfDat01/UCJEP.2003	12		1.62	43.02				7
620	Pistacia lentiscus	5	Turkey	NA	NA	NA	UCJEP	1590412		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia lentiscus	Pistacia	lentiscus		Turkey	herbarium	2/20/03	5	Sun	LfDat01/UCJEP.2003	11		1.68	29.97				7
621	Pistacia mexicana	10	Mexico	Coahuila	NA	NA	UCJEP	148372		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia mexicana	Pistacia	mexicana		Coahuila, Mex	herbarium	2/20/03	10	Sun	LfDat01/UCJEP.2003	13		0.64	82.26				7
622	Pistacia mexicana	6	Mexico	Nuevo Leon	NA	NA	UCJEP	664950		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia mexicana	Pistacia	mexicana		Nuevo Leon, Mex	herbarium	2/20/03	6	Sun	LfDat01/UCJEP.2003	14		0.53	97.56				7
623	Pistacia mexicana	6	Mexico	Nuevo Leon	NA	NA	UCJEP	720161		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia mexicana	Pistacia	mexicana		Nuevo Leon, Mex	herbarium	2/20/03	6	Sun	LfDat01/UCJEP.2003	15		0.47	95.24				7
624	Pistacia palaestina	3	Israel	NA	NA	Hebron	UCJEP	M275348		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia palaestina	Pistacia	palaestina		Hebron, Palestine	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	17		4.27	173.68				7
625	Pistacia palaestina	4	NA	NA	NA	Palestine	UCJEP	1422519		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia palaestina	Pistacia	palaestina		Palestine	herbarium	2/20/03	4	Sun	LfDat01/UCJEP.2003	16		7.95	96.10				7
626	Pistacia terebinthus	4	France	NA	NA	Savoie	UCJEP	M284677		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia terebinthus	Pistacia	terebinthus		Savoie, France	herbarium	2/20/03	4	Sun	LfDat01/UCJEP.2003	19		4.10	107.19				7
627	Pistacia terebinthus	3	Egypt	NA	NA	Sinai	UCJEP	464375		D. Ackerly	7/13/06			ANACARDIACEAE	Pistacia terebinthus	Pistacia	terebinthus		Sinai	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	18		13.53	63.76				7
628	Pomaderris andromedifolia	6	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris andromedifolia	Pomaderris	andromedifolia		Australia (New South Wales)	herbarium	00xxxx	6	Sun	LfDat00.xls/UCJEP.2000	127		0.60	39.79	2.37	0.47		1
629	Pomaderris andromedifolia	2	Australia	New South Wales	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris andromedifolia	Pomaderris	andromedifolia		Australia (New South Wales)	herbarium	00xxxx	2	Sun	LfDat00.xls/UCJEP.2000	128		1.48	37.85	2.00	0.70		1
630	Pomaderris apetala	3	NA	NA	NA	NA	SABG			D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris apetala	Pomaderris	apetala			botanic garden	00xxxx	3	Sun	LfDat00.xls/SABG.2000	24		16.69	54.77	5.30	2.77	428.22	1
631	Pomaderris apetala	3	NA	NA	NA	NA	UCSC	89.241		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris apetala	Pomaderris	apetala			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	40		6.81	36.47	4.37	1.93		1
632	Pomaderris apetala	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris apetala	Pomaderris	apetala		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	129				8.47	3.63		1
633	Pomaderris apetala	3	Australia	New South Wales	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris apetala	Pomaderris	apetala		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	130				7.13	2.77		1
634	Pomaderris apetala	3	Australia	New South Wales	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris apetala	Pomaderris	apetala		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	131				7.87	3.23		1
635	Pomaderris apetala	3	Australia	Tasmania	NA	NA	UCJEP	4		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris apetala	Pomaderris	apetala		Tasmania	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	132				7.53	2.93		1
636	Pomaderris aspera	4	NA	NA	NA	NA	UCSC	94.387(?)		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris aspera	Pomaderris	aspera			botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	42		1.77	37.34	1.83	1.13		1
637	Pomaderris aspera	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris aspera	Pomaderris	aspera		Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	133				8.67	3.17		1
638	Pomaderris aspera	3	Australia	Victoria	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris aspera	Pomaderris	aspera		Australia (Victoria)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	134				8.20	2.77		1
639	Pomaderris aspera	3	Australia	Victoria	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris aspera	Pomaderris	aspera		Australia (Victoria)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	135				8.70	3.13		1
640	Pomaderris aurea	4	NA	NA	NA	Holey Plains	UCSC	94.424		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris aurea	Pomaderris	aurea		Holey Plains	botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	44		4.09	77.98	3.20	1.47		1
641	Pomaderris aurea	5	NA	NA	NA	NA	UCSC	78.215		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris aurea	Pomaderris	aurea			botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	43		3.09	70.33	3.00	1.33		1
642	Pomaderris cinerea	1	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris cinerea	Pomaderris	cinerea		Australia (New South Wales)	herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	136		2.14	115.05	3.00	1.30		1
643	Pomaderris edgerleyi	2	NA	NA	NA	NA	SABG			D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris edgerleyi	Pomaderris	edgerleyi			botanic garden	00xxxx	2	Sun	LfDat00.xls/SABG.2000	25		5.33	61.26	3.63	1.23	317.96	1
644	Pomaderris elliptica	3	NA	NA	NA	NA	UCSC	98.328		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris elliptica	Pomaderris	elliptica			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	45		14.51	90.68	6.40	2.90		1
645	Pomaderris elliptica	3	Australia	New South Wales	NA	NA	UCJEP	5		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris elliptica	Pomaderris	elliptica		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	141				3.27	1.00		1
646	Pomaderris elliptica	3	Australia	Queensland	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris elliptica	Pomaderris	elliptica		Australia (Queensland)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	138			56.30	2.60	1.33		1
647	Pomaderris elliptica	2	New Zealand	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris elliptica	Pomaderris	elliptica		New Zealand	herbarium	00xxxx	2	Sun	LfDat00.xls/UCJEP.2000	137		3.17	113.05	2.10	1.75		1
