,Species,Individual,Total.leaf.area..in2.,Ave..leaf.area..in2.,leafArea,Ave..oven.dry.mass..mg.,Total.oven.dry.mass..mg.,Total.oven.dry.mass..g.,Number.of.leaves,sla,Notes,lat,long,l.sla,precip,temp,cwd,ldmc,height
608,Umbellularia californica,615,16.079,2.679833333,1728.921273,224.1166667,1344.7,1.3447,6,7.714380635,,37.38422,-121.74403,0.887301064,6.477787415,14.75958333,840.8,498.738966,4
609,Baccharis pilularis,616,4.7,0.47,303.2252,27.33,273.3,0.2733,10,11.09495792,,37.38478,-121.74457,1.045125659,6.477787415,14.75958333,840.8,336.6178101,2.2
610,Heteromeles arbutifolia,617,13.689,2.2815,1471.93254,230.5333333,1383.2,1.3832,6,6.384901128,,37.38478,-121.74457,0.805154176,6.477787415,14.75958333,840.8,406.8833652,2.4
611,Quercus lobata,618,18.275,3.655,2358.0598,305.26,1526.3,1.5263,5,7.724758566,,37.38478,-121.74457,0.887884915,6.477787415,14.75958333,840.8,470.2819288,8.228213761
612,Quercus agrifolia,619,9.302,2.3255,1500.31958,166.75,667,0.667,4,8.997418771,,37.38478,-121.74457,0.954117935,6.477787415,14.75958333,840.8,483.6838289,4.939559404
613,Heteromeles arbutifolia,620,12.533,2.5066,1617.158056,209.84,1049.2,1.0492,5,7.706624361,,37.38526,-121.74513,0.886864191,6.477787415,14.75958333,820.4,400.3205006,2
614,Quercus douglasii,621,8.821,1.470166667,948.4927267,140.8333333,845,0.845,6,6.734859598,,37.39313,-121.74784,0.828328546,6.483153222,14.50625,894.4,491.7078848,18.22830876
615,Quercus douglasii,622,7.787,1.94675,1255.96523,192.4,769.6,0.7696,4,6.527885811,,37.39305,-121.74721,0.814772549,6.483153222,14.50625,894.4,490.128646,14.9807331
616,Quercus lobata,623,23.567,5.89175,3801.12143,631.2,2524.8,2.5248,4,6.022055497,,37.39387,-121.74431,0.779744753,6.464759629,14.37208333,830.1,500.1188495,2.465009497
617,Quercus kelloggii,624,18.835,4.70875,3037.89715,369.025,1476.1,1.4761,4,8.232225865,,37.39584,-121.73933,0.915517278,6.452663907,14.38208333,796,476.4071779,11.81132415
618,Quercus lobata,625,22.936,5.734,3699.34744,413.95,1655.8,1.6558,4,8.936701147,,37.39668,-121.72571,0.951177235,6.440021073,14.18916667,844.9,438.7968729,4.406579823
619,Quercus douglasii,626,14.018,2.8036,1808.770576,252.24,1261.2,1.2612,5,7.170831652,,37.39668,-121.72571,0.855569527,6.440021073,14.18916667,844.9,475.7808963,14.30104308
620,Quercus douglasii,627,10.562,1.32025,851.77249,144.3875,1155.1,1.1551,8,5.89921212,,37.39493,-121.71963,0.770794013,6.438455402,14.17041667,841.5,495.5809164,13.34784916
621,Quercus kelloggii,628,26.247,8.749,5644.50484,842.8666667,2528.6,2.5286,3,6.696794479,,37.39289,-121.71525,0.825866971,6.438455402,14.17041667,858.1,503.8958969,13.74043296
622,Aesculus californica,629,13.234,3.3085,2134.51186,139.475,557.9,0.5579,4,15.30390292,,37.37716,-121.71349,1.184802202,6.446243492,14.53958333,855.6,285.0063857,4.5
623,Umbellularia californica,630,14.766,2.9532,1905.286512,181.58,907.9,0.9079,5,10.49282141,,37.37551,-121.71825,1.020892281,6.446243492,14.53958333,816.1,439.8527203,9.159624266
624,Acer macrophyllum,631,25.203,8.401,5419.98916,632.7333333,1898.2,1.8982,3,8.565992772,,37.37374,-121.72644,0.932777704,6.452663907,14.77958333,781.7,420.1509551,12.73677626
625,Quercus chrysolepis,632,10.341,1.292625,833.949945,161.225,1289.8,1.2898,8,5.172584556,,37.37374,-121.72644,0.713707599,6.452663907,14.77958333,781.7,554.7288289,5
626,Umbellularia californica,633,14.196,2.366,1526.44856,185.8333333,1115,1.115,6,8.214072969,,37.37374,-121.72644,0.914558557,6.452663907,14.77958333,781.7,470.9012586,4.5
627,Baccharis pilularis,634,1.187,0.148375,95.725615,9.0625,72.5,0.0725,8,10.56282648,,37.37374,-121.72644,1.023780146,6.452663907,14.77958333,781.7,363.2264529,1.8
628,Artemesia californica,635,0.398,0.04975,32.09671,3.4125,27.3,0.0273,8,9.405629304,,37.36411,-121.72651,0.973387858,6.46636243,14.81166667,813.9,295.1351351,1.2
629,Artemesia californica,636,0.85,0.10625,68.54825,6.3125,50.5,0.0505,8,10.85912871,,37.36411,-121.72651,1.035794981,6.46636243,14.81166667,813.9,302.3952096,0.7
630,Artemesia californica,637,0.652,0.0815,52.58054,4.0375,32.3,0.0323,8,13.02304396,,37.36393,-121.72611,1.114712507,6.46636243,14.81166667,813.9,303.286385,0.7
631,Artemesia californica,638,1.044,0.1305,84.19338,10.225,81.8,0.0818,8,8.234071394,,37.36393,-121.72611,0.915614628,6.46636243,14.81166667,813.9,300.9565857,1.5
632,Heteromeles arbutifolia,639,14.039,3.50975,2264.35031,269.2,1076.8,1.0768,4,8.411405312,,38.43843,-122.51941,0.92486856,7.08580941,14.32541667,749.4,433.023686,4
633,Quercus lobata,640,13.518,6.759,4360.63644,251.25,502.5,0.5025,2,17.35576693,,38.43843,-122.51941,1.239443809,7.08580941,14.32541667,749.4,434.4630814,6.047015357
634,Umbellularia californica,641,11.132,2.2264,1436.384224,128.92,644.6,0.6446,5,11.14167099,,38.43843,-122.51941,1.04695033,7.08580941,14.32541667,749.4,457.0658725,4
635,Aesculus californica,642,13.695,4.565,2945.1554,119.1333333,357.4,0.3574,3,24.72150588,,38.4386,-122.52008,1.393074922,7.08580941,14.32541667,823.3,149.5522638,3.5
636,Quercus agrifolia,643,13.254,3.3135,2137.73766,251.25,1005,1.005,4,8.508408597,,38.4386,-122.52008,0.929848338,7.08580941,14.32541667,823.3,459.7017656,5
637,Mimulus aurantiacus,644,3.293,0.82325,531.12797,19.175,76.7,0.0767,4,27.69898149,,38.4386,-122.52008,1.4424638,7.08580941,14.32541667,823.3,196.9191271,0.5
638,Pseudotsuga menzesii,645,0.859,0.057266667,36.94616267,4.586666667,68.8,0.0688,15,8.055122674,,38.43911,-122.52028,0.906072159,7.08580941,14.32541667,823.3,354.4564657,7.929828216
639,Heteromeles arbutifolia,646,11.319,3.773,2434.18868,350.5333333,1051.6,1.0516,3,6.944243096,,38.43911,-122.52028,0.841624916,7.08580941,14.32541667,823.3,468.0434396,2.5
640,Pseudotsuga menzesii,647,0.889,0.059266667,38.23648267,4.08,61.2,0.0612,15,9.371686928,,38.43871,-122.52115,0.971817772,7.035145352,14.81541667,823.3,376.6153846,6
641,Umbellularia californica,648,13.964,3.491,2252.25356,228.925,915.7,0.9157,4,9.838390565,,38.43871,-122.52115,0.992924059,7.035145352,14.81541667,823.3,455.3003182,3.5
642,Pseudotsuga menzesii,649,0.836,0.055733333,35.95691733,4.52,67.8,0.0678,15,7.955070206,,38.43876,-122.5218,0.900644017,7.035145352,14.81541667,759.9,341.0462777,13.06456307
643,Sequoia sempervirens,650,1.214,0.080933333,52.21494933,6.393333333,95.9,0.0959,15,8.167093222,,38.43795,-122.52156,0.912067513,7.035145352,14.81541667,749.4,389.6789923,65.8158379
644,Lithocarpus densiflorus,651,22.82,7.606666667,4907.517067,425.9333333,1277.8,1.2778,3,11.52179621,,38.43795,-122.52156,1.061520189,7.035145352,14.81541667,749.4,412.0340513,3.5
645,Acer macrophyllum,652,18.545,18.545,11964.4922,291.1,291.1,0.2911,1,41.10096943,,38.43795,-122.52156,1.613852066,7.035145352,14.81541667,749.4,292.2103995,10.27814178
646,Pseudotsuga menzesii,653,0.801,0.0534,34.451544,4.22,63.3,0.0633,15,8.163872986,,38.43942,-122.52252,0.911896239,7.035145352,14.81541667,759.9,351.6666667,5
647,Quercus agrifolia,654,14.275,2.855,1841.9318,222.26,1111.3,1.1113,5,8.287284262,,38.43942,-122.52252,0.918412236,7.035145352,14.81541667,759.9,527.3322578,4
648,Heteromeles arbutifolia,655,11.404,2.851,1839.35116,284.3,1137.2,1.1372,4,6.469754344,,38.43942,-122.52252,0.810887791,7.035145352,14.81541667,759.9,484.5747401,2.6
649,Umbellularia californica,656,11.212,2.2424,1446.706784,143.96,719.8,0.7198,5,10.04936638,,38.43942,-122.52252,1.00213868,7.035145352,14.81541667,759.9,487.1413102,4.5
650,Aesculus californica,657,17.941,4.48525,2893.70389,82.425,329.7,0.3297,4,35.10711423,,38.43981,-122.52262,1.545395132,7.035145352,14.81541667,759.9,197.0240229,6.5
651,Acer macrophyllum,658,28.273,28.273,18240.60868,594.2,594.2,0.5942,1,30.69775947,,38.44016,-122.52334,1.487106679,7.035145352,14.81541667,759.9,313.4296867,4
652,Sequoia sempervirens,659,1.19,0.079333333,51.18269333,5.593333333,83.9,0.0839,15,9.15066031,,38.44003,-122.52334,0.961452434,7.035145352,14.81541667,759.9,332.1456849,38.43863261
653,Lithocarpus densiflorus,660,22.69,5.6725,3659.6701,253.2,1012.8,1.0128,4,14.45367338,,38.4403,-122.52413,1.159978236,7.035145352,14.81541667,759,399.1330049,3.5
654,Acer macrophyllum,661,26.076,13.038,8411.59608,206.5,413,0.413,2,40.73412145,,38.44099,-122.52485,1.609958354,7.035145352,14.81541667,683.8,274.1635688,4
655,Lithocarpus densiflorus,662,27.732,6.933,4472.89428,434.825,1739.3,1.7393,4,10.2866539,,38.44099,-122.52485,1.012274128,7.035145352,14.81541667,683.8,458.8697763,3.5
656,Umbellularia californica,663,9.496,2.374,1531.60984,155.6,622.4,0.6224,4,9.8432509,,38.44099,-122.52485,0.993138555,7.035145352,14.81541667,683.8,467.6534676,4
657,Ceanothus cuneatus,664,1.354,0.1354,87.354664,19.49,194.9,0.1949,10,4.482024833,,38.44108,-122.52292,0.651474258,7.035145352,14.81541667,727.9,388.0923935,3
658,Adenostoma fasciculatum,665,0.671,0.0671,43.290236,13.05,130.5,0.1305,10,3.317259464,,38.44048,-122.52165,0.520779442,7.035145352,14.81541667,759.9,467.0722978,2.5
659,Sequoia sempervirens,666,1.075,0.071666667,46.23646667,4.506666667,67.6,0.0676,15,10.25957101,,38.44248,-122.53075,1.011129202,7.01198015,15.19958333,746.8,301.3820776,48.02136921
660,Acer macrophyllum,667,25.42,25.42,16399.9672,410.8,410.8,0.4108,1,39.92202337,,38.44252,-122.53126,1.601212545,7.01198015,15.19958333,746.8,310.2016159,3.5
661,Lithocarpus densiflorus,668,7.583,1.89575,1223.06207,116.55,466.2,0.4662,4,10.49388305,,38.44252,-122.53126,1.02093622,7.01198015,15.19958333,746.8,480.7672476,1.2
662,Pseudotsuga menzesii,669,0.826,0.055066667,35.52681067,3.733333333,56,0.056,15,9.51611,,38.44287,-122.53164,0.978459454,7.01198015,15.19958333,753.3,378.8903924,5
663,Heteromeles arbutifolia,670,16.857,4.21425,2718.86553,432.175,1728.7,1.7287,4,6.291121722,,38.44287,-122.53164,0.798728088,7.01198015,15.19958333,753.3,489.3562815,3.5
664,Acer macrophyllum,671,22.696,22.696,14642.55136,636.3,636.3,0.6363,1,23.01202477,,38.44289,-122.53168,1.361954833,7.01198015,15.19958333,753.3,353.9522723,5
665,Pseudotsuga menzesii,672,0.846,0.0564,36.387024,5.306666667,79.6,0.0796,15,6.856851256,,38.44372,-122.5318,0.836124729,7.01198015,15.19958333,753.3,421.6101695,40.71516005
666,Quercus agrifolia,673,6.946,1.157666667,746.8802267,136.6833333,820.1,0.8201,6,5.464310889,,37.79588,-122.14829,0.7375354,6.519604411,13.98125,744.4,488.0966552,17.66349449
667,Quercus agrifolia,674,8.852,1.1065,713.86954,126.7625,1014.1,1.0141,8,5.631551445,,37.79559,-122.14781,0.750628056,6.51351197,14.21791667,709.3,541.9227275,12.88291167
668,Quercus agrifolia,675,10.618,1.769666667,1141.718147,170.7,1024.2,1.0242,6,6.688448428,,37.7952,-122.1478,0.825325383,6.51351197,14.21791667,709.3,523.3253283,13.79939291
669,Quercus agrifolia,676,10.205,1.275625,822.982225,110.9125,887.3,0.8873,8,7.42010346,,37.7958,-122.14714,0.870409961,6.51351197,14.21791667,709.3,529.8262375,11.76284056
670,Quercus agrifolia,677,9.679,1.613166667,1040.750607,156.7666667,940.6,0.9406,6,6.638851414,,37.79668,-122.14756,0.822092949,6.519604411,13.98125,744.4,517.9515419,8.688963371
671,Adenostoma fasciculatum,678,0.686,0.076222222,49.17552889,14.46666667,130.2,0.1302,9,3.399230108,,37.81547,-122.04556,0.531380565,6.522739648,14.86208333,822.6,462.8510487,2
672,Adenostoma fasciculatum,679,0.993,0.110333333,71.18265333,24.54444444,220.9,0.2209,9,2.900153373,,37.81563,-122.04536,0.462420966,6.522739648,14.86208333,822.6,465.5426765,2.2
673,Adenostoma fasciculatum,680,0.605,0.067222222,43.36908889,12.66666667,114,0.114,9,3.423875439,,37.81589,-122.04528,0.534517957,6.522739648,14.86208333,822.6,458.1993569,2.2
674,Adenostoma fasciculatum,681,0.978,0.108666667,70.10738667,26.85555556,241.7,0.2417,9,2.610535705,,37.81613,-122.04546,0.416729638,6.522739648,14.86208333,822.6,456.5545901,2.5
675,Adenostoma fasciculatum,682,0.651,0.072333333,46.66657333,12.34444444,111.1,0.1111,9,3.780370477,,37.81632,-122.04557,0.577534363,6.522739648,14.86208333,822.6,465.2428811,1.6
676,Adenostoma fasciculatum,683,0.64,0.071111111,45.87804444,13.71111111,123.4,0.1234,9,3.346048622,,37.8165,-122.04566,0.524532247,6.522739648,14.86208333,822.6,460.9637654,2
677,Adenostoma fasciculatum,684,0.57,0.063333333,40.86013333,11.56666667,104.1,0.1041,9,3.532576369,,37.81697,-122.04562,0.548091559,6.522739648,14.86208333,829,456.7792892,2.6
678,Adenostoma fasciculatum,685,0.507,0.056333333,36.34401333,9.388888889,84.5,0.0845,9,3.87096,,37.81738,-122.04524,0.587818684,6.522739648,14.86208333,829,484.7963282,1.9
679,Adenostoma fasciculatum,686,0.523,0.058111111,37.49096444,11.06666667,99.6,0.0996,9,3.387737751,,37.81793,-122.04535,0.529909784,6.522739648,14.86208333,829,482.7920504,2
680,Adenostoma fasciculatum,687,0.812,0.090222222,58.20776889,17.44444444,157,0.157,9,3.336751083,,37.81848,-122.04557,0.52332381,6.522739648,14.86208333,829,469.4976077,1.6
681,Adenostoma fasciculatum,688,0.572,0.063555556,41.00350222,7.6,68.4,0.0684,9,5.395197661,,37.81881,-122.04547,0.73200736,6.522739648,14.86208333,829,408.358209,3.2
682,Adenostoma fasciculatum,689,0.998,0.110888889,71.54107556,14.91111111,134.2,0.1342,9,4.797836662,,37.81897,-122.0457,0.681045459,6.522739648,14.86208333,829,423.2103437,3
683,Adenostoma fasciculatum,690,0.763,0.084777778,54.69523111,14.42222222,129.8,0.1298,9,3.792427427,,37.82083,-122.04705,0.578917279,6.545680066,14.98875,798.2,446.04811,3
684,Adenostoma fasciculatum,691,0.711,0.079,50.96764,11.91111111,107.2,0.1072,9,4.278999627,,37.82091,-122.04758,0.631342249,6.504228292,14.59166667,813.8,425.2280841,2.1
685,Adenostoma fasciculatum,692,0.622,0.069111111,44.58772444,11.8,106.2,0.1062,9,3.778620716,,37.82137,-122.04847,0.577333301,6.504228292,14.59166667,861.8,448.2904179,2.5
686,Quercus lobata,693,13.67,2.278333333,1469.889533,139.6666667,838,0.838,6,10.52426874,,37.82164,-122.04856,1.022191929,6.504228292,14.59166667,861.8,450.683016,7.038557945
687,Quercus lobata,694,16.347,3.2694,2109.286104,263.1,1315.5,1.3155,5,8.017050946,,37.82309,-122.05058,0.904014643,6.504228292,14.59166667,808.5,515.1349023,19.48868622
688,Quercus lobata,695,16.678,4.1695,2689.99462,363.3,1453.2,1.4532,4,7.404334214,,37.82355,-122.05114,0.869486014,6.504228292,14.59166667,819.4,526.1595279,11.25833022
