,Species,Individual,Total.leaf.area..in2.,Ave..leaf.area..in2.,leafArea,Ave..oven.dry.mass..mg.,Total.oven.dry.mass..mg.,Total.oven.dry.mass..g.,Number.of.leaves,sla,Notes,lat,long,l.sla,precip,temp,cwd,ldmc,height
314,Salix spp.,319,9.408,1.344,867.09504,61.71428571,432,0.432,7,14.05015111,,37.516,-121.83031,1.147680995,6.317724097,15.10666667,886.8,361.1738149,22.15836047
315,Baccharis pilularis,320,1.479,0.1479,95.419164,8.18,81.8,0.0818,10,11.66493447,,37.516,-121.83031,1.066882303,6.317724097,15.10666667,886.8,353.3477322,2.5
316,Acer macrophyllum,321,40.537,20.2685,13076.42546,1042.2,2084.4,2.0844,2,12.54694441,,37.51583,-121.82999,1.098537974,6.317724097,15.10666667,890.8,376.6738349,8.27290161
317,Salix spp.,322,5.784,0.964,621.93424,56.53333333,339.2,0.3392,6,11.00119528,,37.51583,-121.82999,1.041439874,6.317724097,15.10666667,890.8,351.5390196,4
318,Artemesia californica,323,1.12,0.14,90.3224,7.025,56.2,0.0562,8,12.85728114,,37.51583,-121.82999,1.10914914,6.317724097,15.10666667,890.8,239.047214,0.5
319,Quercus agrifolia,324,4.422,0.8844,570.579504,95.88,479.4,0.4794,5,5.950975219,,37.51583,-121.82999,0.774588142,6.317724097,15.10666667,890.8,504.3661231,14.46308729
320,Mimulus aurantiacus,325,2.437,0.406166667,262.0424867,24.21666667,145.3,0.1453,6,10.82074962,,37.51583,-121.82999,1.034257348,6.317724097,15.10666667,890.8,307.1232298,0.8
321,Aesculus californica,326,16.342,4.0855,2635.80118,179.05,716.2,0.7162,4,14.72103424,,37.51583,-121.82999,1.167938323,6.317724097,15.10666667,890.8,247.897269,7.513708386
322,Avena spp.,327,4.79,1.596666667,1030.105467,40.86666667,122.6,0.1226,3,25.20649592,,37.51583,-121.82999,1.401512476,6.317724097,15.10666667,890.8,184.0288202,0.8
323,Salix spp.,328,5.685,1.137,733.54692,71.54,357.7,0.3577,5,10.25366117,,37.51562,-121.82984,1.010878962,6.317724097,15.10666667,890.8,394.6381289,6.517530096
324,Baccharis pilularis,329,2.787,0.348375,224.757615,19.725,157.8,0.1578,8,11.39455589,,37.51562,-121.82984,1.056697403,6.317724097,15.10666667,890.8,335.5305124,2.5
325,Heteromeles arbutifolia,330,15.9,2.65,1709.674,338.1333333,2028.8,2.0288,6,5.056212539,,37.51556,-121.83038,0.703825321,6.317724097,15.10666667,858.9,503.5742653,4
326,Artemesia californica,331,0.678,0.08475,54.67731,4.3,34.4,0.0344,8,12.71565349,,37.51556,-121.83038,1.104338685,6.317724097,15.10666667,858.9,248.7346349,2
327,Acer macrophyllum,332,23.013,23.013,14847.06708,890.2,890.2,0.8902,1,16.6783499,,37.87264,-122.23963,1.222153081,6.578556526,13.91333333,723.6,339.1754934,13.11363682
328,Avena spp.,333,4.062,2.031,1310.31996,42.4,84.8,0.0848,2,30.90377264,,37.87211,-122.23849,1.4900115,6.578556526,13.91333333,723.6,197.0718104,1
329,Quercus agrifolia,334,11.154,3.718,2398.70488,272.6333333,817.9,0.8179,3,8.798281746,,37.87211,-122.23849,0.944397865,6.578556526,13.91333333,723.6,464.9272397,13.16087214
330,Avena spp.,335,4.745,2.3725,1530.6421,50.75,101.5,0.1015,2,30.16043547,,37.87141,-122.23882,1.479437608,6.578556526,13.91333333,710.8,220.7961714,1
331,Quercus agrifolia,336,15.482,2.580333333,1664.727853,170.75,1024.5,1.0245,6,9.749504265,,37.87141,-122.23882,0.988982534,6.578556526,13.91333333,710.8,421.327521,17.32810945
332,Sequoia sempervirens,337,2.216,0.1108,71.483728,5.68,113.6,0.1136,20,12.58516338,,37.87085,-122.2383,1.099858858,6.578556526,13.91333333,710.8,328.5135917,21.44941853
333,Sequoia sempervirens,338,1.926,0.0963,62.128908,4.595,91.9,0.0919,20,13.52098107,,37.87085,-122.2383,1.131008205,6.578556526,13.91333333,710.8,241.2706747,26.99108097
334,Umbellularia californica,339,13.591,3.39775,2192.09239,231.325,925.3,0.9253,4,9.476245066,,37.87153,-122.23984,0.976636284,6.578556526,13.91333333,771.2,505.1315646,21.73088396
335,Heteromeles arbutifolia,340,19.594,3.265666667,2106.877507,386.95,2321.7,2.3217,6,5.444831391,,37.87153,-122.23984,0.735984436,6.578556526,13.91333333,771.2,507.0985497,3.5
336,Avena spp.,341,8.13,4.065,2622.5754,90.75,181.5,0.1815,2,28.89890248,,37.8704,-122.2443,1.460881349,6.538139824,13.96083333,725.3,194.1799508,1.5
337,Umbellularia californica,342,16.731,2.7885,1799.02866,171.55,1029.3,1.0293,6,10.48690563,,37.8704,-122.2443,1.02064736,6.538139824,13.96083333,725.3,444.2765884,4.725941155
338,Avena spp.,343,5.309,2.6545,1712.57722,56.8,113.6,0.1136,2,30.15100739,,37.86979,-122.24511,1.479301827,6.538139824,13.96083333,725.3,217.3330782,1
339,Mimulus aurantiacus,344,3.972,0.567428571,366.0822171,27.65714286,193.6,0.1936,7,13.2364438,,37.86972,-122.24073,1.12177132,6.538139824,13.96083333,771.2,304.2111879,1.3
340,Baccharis pilularis,345,3.868,0.3868,249.547888,14.38,143.8,0.1438,10,17.35381697,,37.86972,-122.24073,1.239395013,6.538139824,13.96083333,771.2,241.843256,1.5
341,Acer macrophyllum,346,39.166,39.166,25268.33656,952,952,0.952,1,26.54237034,,37.86938,-122.23914,1.423939704,6.538139824,13.96083333,788.3,315.2317881,13.93836982
342,Umbellularia californica,347,16.832,2.805333333,1809.888853,194.45,1166.7,1.1667,6,9.307733882,,37.86938,-122.23914,0.968843958,6.538139824,13.96083333,788.3,512.1373074,11.52865274
343,Heteromeles arbutifolia,348,25.761,5.1522,3323.993352,448.72,2243.6,2.2436,5,7.407722749,,37.86896,-122.23713,0.86968472,6.572953646,14.1175,811.8,415.7971793,3
344,Avena spp.,349,5.601,2.8005,1806.77058,59.35,118.7,0.1187,2,30.44263825,,37.86896,-122.23713,1.483482287,6.572953646,14.1175,811.8,186.6058796,1
345,Artemesia californica,350,1.549,0.193625,124.919105,5.7375,45.9,0.0459,8,21.77239303,,37.87123,-122.23066,1.337906165,6.612081357,14.19458333,813.5,183.0143541,0.8
346,Artemesia californica,351,1.243,0.155375,100.241735,7.0875,56.7,0.0567,8,14.14345467,,37.87166,-122.23076,1.150555503,6.612081357,14.19458333,813.5,229.6476306,0.7
347,Artemesia californica,352,0.924,0.1155,74.51598,3.7375,29.9,0.0299,8,19.93738595,,37.87168,-122.23079,1.299668216,6.612081357,14.19458333,813.5,178.5074627,1.1
348,Artemesia californica,353,0.969,0.121125,78.145005,4.3125,34.5,0.0345,8,18.12058087,,37.87182,-122.23078,1.258172115,6.612081357,14.19458333,792.7,199.1916859,0.7
349,Artemesia californica,354,0.976,0.122,78.70952,6.7,53.6,0.0536,8,11.74768955,,37.87592,-122.22811,1.069952461,6.626730994,13.89916667,780,262.6163645,1.2
350,Baccharis pilularis,355,7.855,0.7855,506.77318,32.25,322.5,0.3225,10,15.71389705,,37.87601,-122.23054,1.196283904,6.612081357,14.19458333,741.9,227.9796409,2.5
351,Avena spp.,356,1.974,0.987,636.77292,27.45,54.9,0.0549,2,23.19755628,,38.15284,-122.57487,1.365442237,6.81883663,15.00125,475.3,264.3235436,1
352,Quercus garryana,357,28.718,9.572666667,6175.901627,514.9,1544.7,1.5447,3,11.994371,,38.15284,-122.57487,1.078977478,6.81883663,15.00125,475.3,404.647142,20.8539506
353,Aesculus californica,358,23.903,4.7806,3084.251896,126.48,632.4,0.6324,5,24.3852933,,38.15284,-122.57487,1.387127984,6.81883663,15.00125,475.3,219.4994967,11.93914752
354,Umbellularia californica,359,13.633,2.272166667,1465.911047,197.6833333,1186.1,1.1861,6,7.415450873,,38.15284,-122.57487,0.870137562,6.81883663,15.00125,475.3,557.3254393,11.93914752
355,Quercus garryana,361,29.523,4.9205,3174.50978,236.9166667,1421.5,1.4215,6,13.39926745,,38.1523,-122.57553,1.127081056,6.81883663,15.00125,475.3,418.0759389,NA
356,Avena spp.,362,1.329,0.443,285.80588,10.76666667,32.3,0.0323,3,26.54543777,,38.15222,-122.57554,1.423989892,6.81883663,15.00125,475.3,218.6865267,0.7
357,Quercus lobata,363,2.971,1.4855,958.38518,81.45,162.9,0.1629,2,11.7665461,,38.15187,-122.57557,1.070649001,6.81883663,15.00125,714.2,414.8204736,26.15597204
358,Aesculus californica,364,29.22,5.844,3770.31504,183.88,919.4,0.9194,5,20.50421492,,38.15183,-122.57557,1.311843145,6.81883663,15.00125,714.2,226.5536445,6.231817558
359,Aesculus californica,366,30.761,6.1522,3969.153352,146.74,733.7,0.7337,5,27.04888478,,38.1521,-122.57641,1.432149364,6.81883663,15.00125,745.6,212.8949888,6.301867835
360,Umbellularia californica,367,15.916,1.9895,1283.54582,161.2625,1290.1,1.2901,8,7.959357073,,38.1521,-122.57641,0.900877988,6.81883663,15.00125,745.6,525.1994789,6.301867835
361,Quercus agrifolia,368,11.024,2.2048,1422.448768,320.48,1602.4,1.6024,5,4.438494658,,38.15273,-122.57786,0.647235702,6.81883663,15.00125,745.6,527.7997365,13.31423582
362,Umbellularia californica,369,10.899,1.557,1004.51412,155.6857143,1089.8,1.0898,7,6.452191999,,38.15273,-122.57786,0.809707282,6.81883663,15.00125,745.6,525.407386,15.1854522
363,Quercus kelloggii,370,13.914,4.638,2992.25208,305.9333333,917.8,0.9178,3,9.780732447,,38.15273,-122.57786,0.990371379,6.81883663,15.00125,745.6,473.1903485,8.423883014
364,Aesculus californica,371,32.266,8.0665,5204.18314,311,1244,1.244,4,16.73370785,,38.15273,-122.57786,1.223592182,6.81883663,15.00125,745.6,266.4096798,5.173150867
365,Quercus garryana,372,21.518,4.3036,2776.510576,217.64,1088.2,1.0882,5,12.75735424,,38.15273,-122.57786,1.105760615,6.81883663,15.00125,745.6,427.2645176,16.13790204
366,Heteromeles arbutifolia,373,18.388,3.064666667,1977.200347,345.9833333,2075.9,2.0759,6,5.714727145,,38.15283,-122.58004,0.756995499,6.962546449,14.96625,745.6,500.3253718,3.5
367,Heteromeles arbutifolia,374,25.587,5.1174,3301.541784,429.36,2146.8,2.1468,5,7.68944891,,38.15166,-122.58149,0.885895216,6.962546449,14.96625,721.9,486.2293894,4
368,Umbellularia californica,375,23.521,3.920166667,2529.134727,287.8666667,1727.2,1.7272,6,8.785785294,,38.15166,-122.58149,0.943780586,6.962546449,14.96625,721.9,539.8174772,21.30054462
369,Aesculus californica,376,21.078,10.539,6799.34124,271.45,542.9,0.5429,2,25.04822708,,38.15166,-122.58149,1.398776992,6.962546449,14.96625,721.9,274.6496686,4.5
370,Quercus kelloggii,377,27.653,13.8265,8920.30474,814.95,1629.9,1.6299,2,10.94583071,,38.15165,-122.58033,1.039248727,6.962546449,14.96625,721.9,423.5486721,9.475348601
371,Umbellularia californica,378,21.094,3.515666667,2268.167507,227.0166667,1362.1,1.3621,6,9.991193774,,38.15081,-122.58033,0.999617382,6.962546449,14.96625,721.9,479.005486,5
372,Arbutus menzesii,379,24.588,8.196,5287.73136,599.8666667,1799.6,1.7996,3,8.814844454,,38.15081,-122.58033,0.945214653,6.962546449,14.96625,721.9,386.0311468,3
373,Quercus agrifolia,381,11.68,2.92,1883.8672,181.675,726.7,0.7267,4,10.36943553,,38.15051,-122.58084,1.015755116,6.962546449,14.96625,721.9,448.1652791,21.06777027
374,Heteromeles arbutifolia,382,16.91,2.818333333,1818.275933,268.9,1613.4,1.6134,6,6.761903806,,38.15051,-122.58084,0.830068988,6.962546449,14.96625,721.9,465.1176199,4
375,Umbellularia californica,383,18.381,3.0635,1976.44766,206.4333333,1238.6,1.2386,6,9.574266075,,38.15051,-122.58084,0.981105493,6.962546449,14.96625,721.9,497.24999,3.422777888
376,Quercus agrifolia,384,6.867,1.71675,1107.57843,162.85,651.4,0.6514,4,6.801218483,,38.15044,-122.58159,0.832586726,6.962546449,14.96625,721.9,523.0868064,8.159643091
377,Mimulus aurantiacus,385,4.076,0.679333333,438.2786933,30.33333333,182,0.182,6,14.44874813,,38.15044,-122.58159,1.159830221,6.962546449,14.96625,721.9,297.7748691,1
378,Umbellularia californica,386,12.578,2.5156,1622.964496,189.9,949.5,0.9495,5,8.546416514,,38.15031,-122.58174,0.931784055,6.962546449,14.96625,721.9,501.0289694,9.754259519
379,Quercus agrifolia,387,9.193,1.8386,1186.191176,150.06,750.3,0.7503,5,7.904779262,,38.15031,-122.58174,0.897889747,6.962546449,14.96625,721.9,505.1504747,12.93244842
380,Mimulus aurantiacus,388,9.257,1.157125,746.530765,37.075,296.6,0.2966,8,20.13569157,,38.15031,-122.58174,1.30396655,6.962546449,14.96625,721.9,314.2282021,1
381,Umbellularia californica,389,11.91,1.985,1280.6426,175.1333333,1050.8,1.0508,6,7.312386372,,38.14955,-122.58023,0.864059131,6.962546449,14.96625,725.8,520.4041204,4.522275009
382,Quercus kelloggii,390,35.615,17.8075,11488.6867,1126.6,2253.2,2.2532,2,10.19766261,,38.14955,-122.58023,1.008500639,6.962546449,14.96625,725.8,441.7173103,10.89088838
383,Quercus agrifolia,391,8.093,1.348833333,870.2133133,111.65,669.9,0.6699,6,7.794118346,,38.14955,-122.58023,0.891766996,6.962546449,14.96625,725.8,547.9306396,4.139683071
384,Quercus douglasii,392,5.468,0.911333333,587.9558133,66.85,401.1,0.4011,6,8.795150536,,38.48534,-122.14977,0.944243277,6.571163035,15.54375,792.9,517.1480144,6.506054971
385,Adenostoma fasciculatum,393,0.833,0.075727273,48.85620727,12.01818182,132.2,0.1322,11,4.065191225,,38.48534,-122.14977,0.609080979,6.571163035,15.54375,792.9,439.0567918,3
386,Arctostaphylos spp.,394,11.026,1.225111111,790.3926844,185.7111111,1671.4,1.6714,9,4.256033361,,38.48534,-122.14977,0.629005024,6.571163035,15.54375,792.9,420.5203039,3.5
387,Pinus sabiniana,395,4.266,0.387818182,250.2047782,86.83636364,955.2,0.9552,11,2.881336432,,38.48534,-122.14977,0.459593971,6.571163035,15.54375,792.9,495.5384935,17.36164722
388,Heteromeles arbutifolia,396,20.236,3.372666667,2175.909627,506.5833333,3039.5,3.0395,6,4.295264932,,38.48534,-122.14977,0.632989956,6.571163035,15.54375,792.9,502.9120752,3.5
389,Arctostaphylos spp.,397,7.487,1.247833333,805.0521533,316.75,1900.5,1.9005,6,2.541601115,,38.48718,-122.15059,0.405107392,6.571163035,15.54375,815.9,487.7954878,4.5
390,Heteromeles arbutifolia,398,12.152,2.4304,1567.996864,320.68,1603.4,1.6034,5,4.8895998,,38.48718,-122.15059,0.689273315,6.571163035,15.54375,815.9,483.3740315,3
391,Quercus douglasii,399,13.798,1.3798,890.191768,131.93,1319.3,1.3193,10,6.747455226,,38.48718,-122.15059,0.829140011,6.571163035,15.54375,815.9,464.9843161,11.32405576
392,Adenostoma fasciculatum,400,0.553,0.069125,44.596685,14.975,119.8,0.1198,8,2.978075793,,38.48718,-122.15059,0.473935746,6.571163035,15.54375,815.9,452.5878353,3
393,Quercus wislizeni,401,6.513,1.3026,840.385416,138.74,693.7,0.6937,5,6.057268387,,38.48718,-122.15059,0.782276817,6.571163035,15.54375,815.9,539.3406935,14.49829379
394,Quercus kelloggii,402,25.452,12.726,8210.30616,784.35,1568.7,1.5687,2,10.46765622,,38.49237,-122.15206,1.019849451,6.561553867,15.96208333,897.6,491.5705691,11.32110218
395,Quercus lobata,403,8.499,2.12475,1370.80371,102.575,410.3,0.4103,4,13.36391626,,38.49298,-122.14872,1.125933746,6.561553867,15.96208333,867.9,421.1228574,33.78339997
396,Aesculus californica,404,27.363,5.4726,3530.702616,178.32,891.6,0.8916,5,19.79981279,,38.49553,-122.14451,1.296661084,6.561214525,15.565,853.3,245.5792431,11.06118237
397,Mimulus aurantiacus,405,2.193,0.54825,353.70897,30.025,120.1,0.1201,4,11.78048193,,38.49705,-122.14495,1.071163057,6.5572186,15.32333333,853.3,278.8483863,1.2
398,Arctostaphylos spp.,406,3.992,1.330666667,858.4929067,247.4,742.2,0.7422,3,3.470060253,,38.49705,-122.14495,0.540337016,6.5572186,15.32333333,853.3,458.0350531,1.8
399,Heteromeles arbutifolia,407,22.351,3.193,2059.99588,393.2714286,2752.9,2.7529,7,5.23810206,,38.49705,-122.14495,0.719173956,6.5572186,15.32333333,853.3,524.8417601,1.5
400,Quercus wislizeni,408,7.25,0.90625,584.67625,91.275,730.2,0.7302,8,6.405655985,,38.49705,-122.14495,0.806563611,6.5572186,15.32333333,853.3,511.9899032,8.715966225
401,Heteromeles arbutifolia,409,12.488,3.122,2014.18952,289.65,1158.6,1.1586,4,6.95387371,,38.49797,-122.145,0.842226799,6.5572186,15.32333333,879.5,419.5849781,3
402,Quercus wislizeni,410,5.873,0.734125,473.628085,59.625,477,0.477,8,7.943447966,,38.49797,-122.145,0.900009055,6.5572186,15.32333333,879.5,513.1791286,10.00087692
403,Adenostoma fasciculatum,411,0.726,0.09075,58.54827,16.0125,128.1,0.1281,8,3.656410304,,38.49797,-122.145,0.563054924,6.5572186,15.32333333,879.5,447.5890985,4
404,Mimulus aurantiacus,412,0.848,0.424,273.54784,27.2,54.4,0.0544,2,10.05690588,,38.49797,-122.145,1.002464386,6.5572186,15.32333333,879.5,283.0385016,1.1
405,Pinus sabiniana,413,3.016,0.335111111,216.2002844,69.57777778,626.2,0.6262,9,3.107318045,,38.49833,-122.14474,0.492385707,6.5572186,15.32333333,879.5,499.7206927,8.575079202
406,Aesculus californica,414,30.624,6.1248,3951.475968,305.44,1527.2,1.5272,5,12.9369957,,38.50149,-122.14262,1.111833434,6.5572186,15.32333333,878.2,251.1346445,4
407,Heteromeles arbutifolia,415,22.772,3.795333333,2448.597253,374.15,2244.9,2.2449,6,6.544426709,,38.50149,-122.14262,0.815871608,6.5572186,15.32333333,878.2,379.8284351,2.5
408,Heteromeles arbutifolia,416,16.991,2.831833333,1826.985593,349.55,2097.3,2.0973,6,5.226678854,,38.49547,-122.15173,0.718225816,6.561553867,15.96208333,876.7,464.2817612,3
409,Quercus wislizeni,417,17.412,2.902,1872.25432,290.5,1743,1.743,6,6.444937418,,38.49547,-122.15173,0.809218705,6.561553867,15.96208333,876.7,507.5417856,12.22895507
410,Adenostoma fasciculatum,418,0.548,0.0685,44.19346,9.5125,76.1,0.0761,8,4.645830223,,38.49547,-122.15173,0.667063335,6.561553867,15.96208333,876.7,417.2149123,2
411,Quercus kelloggii,419,19.412,9.706,6261.92296,604.8,1209.6,1.2096,2,10.3537086,,38.49543,-122.15643,1.015095938,6.563291192,16.10333333,814,446.4621858,20.87999677
412,Arctostaphylos spp.,420,10.307,1.288375,831.208015,217.1625,1737.3,1.7373,8,3.827585403,,38.49543,-122.15643,0.58292489,6.563291192,16.10333333,814,436.2992541,4
413,Quercus wislizeni,421,6.5,1.625,1048.385,138.85,555.4,0.5554,4,7.550486136,,38.49543,-122.15643,0.877974914,6.563291192,16.10333333,814,470.0406229,20.07503722
414,Quercus lobata,422,17.531,3.5062,2262.059992,162.62,813.1,0.8131,5,13.91009711,,38.49206,-122.14899,1.143330162,6.561553867,15.96208333,867.9,416.035612,22.23016236
415,Quercus wislizeni,423,11.197,1.866166667,1203.976087,192.15,1152.9,1.1529,6,6.265813618,,38.49206,-122.14899,0.796977472,6.561553867,15.96208333,867.9,507.81835,4.5
416,Heteromeles arbutifolia,424,10.585,2.64625,1707.25465,296.625,1186.5,1.1865,4,5.755599326,,38.49132,-122.14877,0.760090553,6.561553867,15.96208333,867.9,436.9521986,3.5
417,Arctostaphylos spp.,425,12.221,1.527625,985.562545,271.325,2170.6,2.1706,8,3.632405952,,38.49132,-122.14877,0.560194379,6.561553867,15.96208333,867.9,432.4679723,2
418,Quercus kelloggii,426,30.1,15.05,9709.658,1187.3,2374.6,2.3746,2,8.177931441,,38.49132,-122.14877,0.912643465,6.561553867,15.96208333,867.9,457.8248212,17.54757805
419,Baccharis pilularis,427,3.303,0.3303,213.096348,11.26,112.6,0.1126,10,18.92507531,,38.4937,-122.15257,1.277037616,6.561553867,15.96208333,876.7,224.2134608,2
420,Arctostaphylos spp.,428,11.281,1.253444444,808.6722178,288.0111111,2592.1,2.5921,9,2.80778132,,38.4937,-122.15257,0.44836328,6.561553867,15.96208333,876.7,462.9411344,2.5
421,Quercus kelloggii,429,17.65,4.4125,2846.7685,310.525,1242.1,1.2421,4,9.167598422,,38.4937,-122.15257,0.962255581,6.561553867,15.96208333,876.7,474.7544242,20.04313604
422,Quercus wislizeni,430,11.307,1.413375,911.853015,104.0875,832.7,0.8327,8,8.760446884,,38.4937,-122.15257,0.942526261,6.561553867,15.96208333,876.7,480.4962493,12.00464277
423,Mimulus aurantiacus,431,2.463,0.61575,397.25727,31.025,124.1,0.1241,4,12.8044245,,38.49122,-122.1522,1.107360064,6.561553867,15.96208333,840,324.2748889,0.5
424,Mimulus aurantiacus,432,3.796,0.632666667,408.1712267,57.18333333,343.1,0.3431,6,7.137940426,,37.61947,-122.49484,0.853572919,6.415227883,13.1875,538.5,320.3248996,0.7
425,Baccharis pilularis,433,2.949,0.368625,237.822105,17.7,141.6,0.1416,8,13.43627712,,37.61947,-122.49484,1.128278952,6.415227883,13.1875,538.5,228.8669791,0.2
426,Artemesia californica,434,1.263,0.157875,101.854635,7.325,58.6,0.0586,8,13.90506962,,37.61947,-122.49484,1.143173168,6.415227883,13.1875,538.5,189.2764858,0.7
427,Avena spp.,435,2.499,1.2495,806.12742,36.4,72.8,0.0728,2,22.14635769,,37.61941,-122.49379,1.34530231,6.415227883,13.1875,751.6,354.2579075,1.5
428,Mimulus aurantiacus,436,3.624,0.604,389.67664,39.86666667,239.2,0.2392,6,9.774497659,,37.63851,-122.47821,0.990094447,6.568737806,13.695,763.4,304.5194144,0.4
429,Baccharis pilularis,437,2.018,0.25225,162.74161,10.1125,80.9,0.0809,8,16.09311347,,37.63851,-122.47821,1.206640073,6.568737806,13.695,763.4,176.4834206,1.2
430,Artemesia californica,438,0.978,0.12225,78.87081,8.8125,70.5,0.0705,8,8.949879149,,37.63851,-122.47821,0.951817171,6.568737806,13.695,763.4,239.5514781,0.5
431,Baccharis pilularis,439,1.711,0.213875,137.983595,13.675,109.4,0.1094,8,10.09020804,,37.63847,-122.47934,1.003900121,6.494706487,13.55958333,777.6,280.7287657,0.5
432,Artemesia californica,440,0.707,0.088375,57.016015,4.3,34.4,0.0344,8,13.25953837,,37.63847,-122.47934,1.122528404,6.494706487,13.55958333,777.6,207.4788902,0.3
433,Mimulus aurantiacus,441,5.779,0.963166667,621.3966067,49.55,297.3,0.2973,6,12.54079933,,37.63795,-122.47654,1.098325219,6.568737806,13.695,770.6,310.9832636,0.5
434,Artemesia californica,442,0.815,0.101875,65.725675,4.5,36,0.036,8,14.60570556,,37.63752,-122.47517,1.164522541,6.568737806,13.695,729.3,206.3037249,0.4
435,Baccharis pilularis,443,0.564,0.0705,45.48378,3.4,27.2,0.0272,8,13.37758235,,37.63752,-122.47517,1.126377633,6.568737806,13.695,729.3,246.1538462,0.5
436,Heteromeles arbutifolia,444,12.231,2.0385,1315.15866,393.3166667,2359.9,2.3599,6,3.343765397,,37.63644,-122.47425,0.524235799,6.575563867,13.66708333,763.3,512.5314916,2
437,Mimulus aurantiacus,445,7.648,0.956,616.77296,54.1625,433.3,0.4333,8,11.38745368,,37.63561,-122.47434,1.056426623,6.575563867,13.66708333,800.5,324.4477724,1
438,Baccharis pilularis,446,3.786,0.47325,305.32197,19.125,153,0.153,8,15.96454745,,37.63561,-122.47434,1.203156612,6.575563867,13.66708333,800.5,218.9467659,1.6
439,Heteromeles arbutifolia,447,15.663,2.6105,1684.19018,384.2166667,2305.3,2.3053,6,4.383438633,,37.61728,-122.45262,0.641814931,6.701542588,13.4625,832.6,473.5620378,2.5
440,Baccharis pilularis,448,4.661,0.4661,300.709076,34.79,347.9,0.3479,10,8.643549181,,37.61728,-122.45262,0.936692107,6.701542588,13.4625,832.6,373.2031753,2.5
441,Mimulus aurantiacus,449,4.635,0.7725,498.3861,47.03333333,282.2,0.2822,6,10.59644437,,37.61728,-122.45262,1.025160162,6.701542588,13.4625,832.6,312.8256291,1.2
442,Artemesia californica,450,0.571,0.071375,46.048295,4.925,39.4,0.0394,8,9.349907614,,37.61728,-122.45262,0.97080732,6.701542588,13.4625,832.6,254.5219638,1
443,Baccharis pilularis,451,2.207,0.2207,142.386812,9.29,92.9,0.0929,10,15.32689042,,37.61458,-122.45239,1.185454052,6.701542588,13.4625,809.9,229.8935907,2
444,Artemesia californica,452,1.074,0.13425,86.61273,6.6625,53.3,0.0533,8,13.00003452,,37.61458,-122.45239,1.113944506,6.701542588,13.4625,809.9,233.7719298,0.5
445,Mimulus aurantiacus,453,5.492,0.915333333,590.5364533,52.76666667,316.6,0.3166,6,11.19146785,,37.61458,-122.45239,1.048887051,6.701542588,13.4625,809.9,278.3296703,0.3
446,Salix spp.,454,10.259,2.0518,1323.739288,133.34,666.7,0.6667,5,9.927548283,,37.6142,-122.45272,0.996842008,6.701542588,13.4625,809.9,366.520066,3.5
447,Mimulus aurantiacus,455,5.212,0.868666667,560.4289867,53.43333333,320.6,0.3206,6,10.48837779,,37.61388,-122.45051,1.020708322,6.701542588,13.4625,806.1,308.6550496,1
448,Artemesia californica,456,1.203,0.150375,97.015935,7.2875,58.3,0.0583,8,13.31264974,,37.61388,-122.45051,1.124264506,6.701542588,13.4625,806.1,193.9454424,1
449,Heteromeles arbutifolia,457,18.669,3.1115,2007.41534,370.1166667,2220.7,2.2207,6,5.423736678,,37.61388,-122.45051,0.734298596,6.701542588,13.4625,806.1,488.6566179,6
450,Baccharis pilularis,458,2.158,0.2158,139.225528,11.26,112.6,0.1126,10,12.36461172,,37.61388,-122.45051,1.092180483,6.701542588,13.4625,806.1,298.9116007,2
451,Salix spp.,459,14.714,2.9428,1898.576848,191.44,957.2,0.9572,5,9.917346678,,37.6134,-122.45051,0.996395495,6.701542588,13.4625,806.1,375.372549,4
452,Mimulus aurantiacus,460,4.962,1.2405,800.32098,84.875,339.5,0.3395,4,9.429407717,,37.60999,-122.45071,0.974484415,6.749427554,13.49875,773.4,344.4951801,0.8
453,Artemesia californica,461,1.006,0.12575,81.12887,5.2875,42.3,0.0423,8,15.34352151,,37.60999,-122.45071,1.185925046,6.749427554,13.49875,773.4,196.5613383,1.2
454,Baccharis pilularis,462,2.117,0.264625,170.725465,14.0875,112.7,0.1127,8,12.11893274,,37.60999,-122.45071,1.083464375,6.749427554,13.49875,773.4,292.6512594,1.5
455,Mimulus aurantiacus,463,6.998,1.166333333,752.4716133,45.2,271.2,0.2712,6,16.64760206,,37.61106,-122.45356,1.221351686,6.749427554,13.49875,809.9,249.9308819,0.5
456,Baccharis pilularis,464,2.476,0.2476,159.741616,16.39,163.9,0.1639,10,9.746285296,,37.61106,-122.45356,0.98883912,6.749427554,13.49875,809.9,327.8,1.5
457,Artemesia californica,465,1.45,0.241666667,155.9136667,8.85,53.1,0.0531,6,17.61736347,,37.61106,-122.45356,1.245940915,6.749427554,13.49875,809.9,210.7979357,1
458,Salix spp.,466,12.073,3.01825,1947.25417,187.175,748.7,0.7487,4,10.40338811,,37.61098,-122.45403,1.017174801,6.749427554,13.49875,808.2,343.803095,1.5
459,Salix spp.,467,15.218,3.0436,1963.608976,157.46,787.3,0.7873,5,12.4705257,,37.60989,-122.42559,1.095884762,6.522519178,13.95666667,895.2,349.5382703,13.40386026
460,Mimulus aurantiacus,468,8.349,1.3915,897.74014,28.78333333,172.7,0.1727,6,31.18958217,,37.61007,-122.42493,1.494009557,6.522519178,13.95666667,895.2,209.6382617,0.2
461,Heteromeles arbutifolia,469,22.673,5.66825,3656.92817,472.6,1890.4,1.8904,4,7.737892869,,37.61007,-122.42493,0.888622713,6.522519178,13.95666667,895.2,487.606077,3
