id	group	family	taxon	binomial	taxon.auth	genus	species	speciesAuth	intraRank	intraName	intraAuth	tjm1.valid	mrt	intra_rank	species_rank_or_only_subsp_in_CA
3666	Dicot	Gentianaceae	Centaurium venustum	Centaurium venustum	Centaurium venustum (A. Gray) Robinson	Centaurium	venustum	(A. Gray) Robinson				1	1	0	1
3667	Dicot	Gentianaceae	Cicendia quadrangularis	Cicendia quadrangularis	Cicendia quadrangularis (Lam.) Griseb.	Cicendia	quadrangularis	(Lam.) Griseb.				1	1	0	1
3668	Dicot	Gentianaceae	Eustoma exaltatum	Eustoma exaltatum	Eustoma exaltatum (L.) Don	Eustoma	exaltatum	(L.) Don				1	1	0	1
3669	Dicot	Gentianaceae	Gentiana affinis var. ovata	Gentiana affinis	Gentiana affinis Griseb. var. ovata A. Gray	Gentiana	affinis	Griseb.	var.	ovata	A. Gray	1	1	1	1
3670	Dicot	Gentianaceae	Gentiana calycosa	Gentiana calycosa	Gentiana calycosa Griseb.	Gentiana	calycosa	Griseb.				1	1	0	1
3671	Dicot	Gentianaceae	Gentiana fremontii	Gentiana fremontii	Gentiana fremontii Torrey	Gentiana	fremontii	Torrey				1	1	0	1
3672	Dicot	Gentianaceae	Gentiana newberryi	Gentiana newberryi	Gentiana newberryi A. Gray	Gentiana	newberryi	A. Gray				1	0	0	1
3673	Dicot	Gentianaceae	Gentiana newberryi var. newberryi	Gentiana newberryi	Gentiana newberryi A. Gray var. newberryi	Gentiana	newberryi	A. Gray	var.	newberryi		1	1	1	0
3674	Dicot	Gentianaceae	Gentiana newberryi var. tiogana	Gentiana newberryi	Gentiana newberryi A. Gray var. tiogana (A. Heller) J. Pringle	Gentiana	newberryi	A. Gray	var.	tiogana	(A. Heller) J. Pringle	1	1	1	0
3675	Dicot	Gentianaceae	Gentiana plurisetosa	Gentiana plurisetosa	Gentiana plurisetosa C. Mason	Gentiana	plurisetosa	C. Mason				1	1	0	1
3676	Dicot	Gentianaceae	Gentiana prostrata	Gentiana prostrata	Gentiana prostrata Haenke	Gentiana	prostrata	Haenke				1	1	0	1
3677	Dicot	Gentianaceae	Gentiana sceptrum	Gentiana sceptrum	Gentiana sceptrum Griseb.	Gentiana	sceptrum	Griseb.				1	1	0	1
3678	Dicot	Gentianaceae	Gentiana setigera	Gentiana setigera	Gentiana setigera A. Gray	Gentiana	setigera	A. Gray				1	1	0	1
3679	Dicot	Gentianaceae	Gentianella amarella ssp. acuta	Gentianella amarella	Gentianella amarella (L.) Boerner ssp. acuta (Michaux) J.M. Gillett	Gentianella	amarella	(L.) Boerner	ssp.	acuta	(Michaux) J.M. Gillett	1	1	1	1
3680	Dicot	Gentianaceae	Gentianella tenella ssp. tenella	Gentianella tenella	Gentianella tenella (Rottb.) Boerner ssp. tenella	Gentianella	tenella	(Rottb.) Boerner	ssp.	tenella		1	1	1	1
3681	Dicot	Gentianaceae	Gentianopsis holopetala	Gentianopsis holopetala	Gentianopsis holopetala (A. Gray) H.H. Iltis	Gentianopsis	holopetala	(A. Gray) H.H. Iltis				1	1	0	1
3682	Dicot	Gentianaceae	Gentianopsis simplex	Gentianopsis simplex	Gentianopsis simplex (A. Gray) H.H. Iltis	Gentianopsis	simplex	(A. Gray) H.H. Iltis				1	1	0	1
3683	Dicot	Gentianaceae	Swertia albicaulis	Swertia albicaulis	Swertia albicaulis (Griseb.) Kuntze	Swertia	albicaulis	(Griseb.) Kuntze				1	0	0	1
3684	Dicot	Gentianaceae	Swertia albicaulis var. albicaulis	Swertia albicaulis	Swertia albicaulis (Griseb.) Kuntze var. albicaulis	Swertia	albicaulis	(Griseb.) Kuntze	var.	albicaulis		1	1	1	0
3685	Dicot	Gentianaceae	Swertia albicaulis var. nitida	Swertia albicaulis	Swertia albicaulis (Griseb.) Kuntze var. nitida (Benth.) Jeps.	Swertia	albicaulis	(Griseb.) Kuntze	var.	nitida	(Benth.) Jeps.	1	1	1	0
3686	Dicot	Gentianaceae	Swertia albomarginata	Swertia albomarginata	Swertia albomarginata (S. Watson) Kuntze	Swertia	albomarginata	(S. Watson) Kuntze				1	1	0	1
3687	Dicot	Gentianaceae	Swertia fastigiata	Swertia fastigiata	Swertia fastigiata Pursh	Swertia	fastigiata	Pursh				1	1	0	1
3688	Dicot	Gentianaceae	Swertia neglecta	Swertia neglecta	Swertia neglecta (H.M. Hall) Jeps.	Swertia	neglecta	(H.M. Hall) Jeps.				1	1	0	1
3689	Dicot	Gentianaceae	Swertia parryi	Swertia parryi	Swertia parryi (Torrey) Kuntze	Swertia	parryi	(Torrey) Kuntze				1	1	0	1
3690	Dicot	Gentianaceae	Swertia perennis	Swertia perennis	Swertia perennis L.	Swertia	perennis	L.				1	1	0	1
3691	Dicot	Gentianaceae	Swertia puberulenta	Swertia puberulenta	Swertia puberulenta (Davidson) Jeps.	Swertia	puberulenta	(Davidson) Jeps.				1	1	0	1
3692	Dicot	Gentianaceae	Swertia radiata	Swertia radiata	Swertia radiata (Kellogg) Kuntze	Swertia	radiata	(Kellogg) Kuntze				1	1	0	1
3693	Dicot	Gentianaceae	Swertia tubulosa	Swertia tubulosa	Swertia tubulosa (Coville) Jeps.	Swertia	tubulosa	(Coville) Jeps.				1	1	0	1
3694	Dicot	Geraniaceae	Erodium botrys	Erodium botrys	Erodium botrys (Cav.) Bertol.	Erodium	botrys	(Cav.) Bertol.				1	1	0	1
3695	Dicot	Geraniaceae	Erodium brachycarpum	Erodium brachycarpum	Erodium brachycarpum (Godr.) Thell.	Erodium	brachycarpum	(Godr.) Thell.				1	1	0	1
3696	Dicot	Geraniaceae	Erodium cicutarium	Erodium cicutarium	Erodium cicutarium (L.) L'Hér.	Erodium	cicutarium	(L.) L'Hér. 				1	1	0	1
3697	Dicot	Geraniaceae	Erodium cygnorum	Erodium cygnorum	Erodium cygnorum Nees	Erodium	cygnorum	Nees				1	1	0	1
3698	Dicot	Geraniaceae	Erodium macrophyllum	Erodium macrophyllum	Erodium macrophyllum Hook. & Arn.	Erodium	macrophyllum	Hook. & Arn.				1	1	0	1
3699	Dicot	Geraniaceae	Erodium malacoides	Erodium malacoides	Erodium malacoides (L.) Willd.	Erodium	malacoides	(L.) Willd.				1	1	0	1
3700	Dicot	Geraniaceae	Erodium moschatum	Erodium moschatum	Erodium moschatum (L.) L'Hér.	Erodium	moschatum	(L.) L'Hér. 				1	1	0	1
3701	Dicot	Geraniaceae	Erodium texanum	Erodium texanum	Erodium texanum A. Gray	Erodium	texanum	A. Gray				1	1	0	1
3702	Dicot	Geraniaceae	Geranium anemonifolium	Geranium anemonifolium	Geranium anemonifolium L'Hér.	Geranium	anemonifolium	L'Hér. 				1	1	0	1
3703	Dicot	Geraniaceae	Geranium bicknellii	Geranium bicknellii	Geranium bicknellii Britton	Geranium	bicknellii	Britton				1	1	0	1
3704	Dicot	Geraniaceae	Geranium californicum	Geranium californicum	Geranium californicum G.N. Jones & F.L. Jones	Geranium	californicum	G.N. Jones & F.L. Jones				1	1	0	1
3705	Dicot	Geraniaceae	Geranium carolinianum	Geranium carolinianum	Geranium carolinianum L.	Geranium	carolinianum	L.				1	1	0	1
3706	Dicot	Geraniaceae	Geranium dissectum	Geranium dissectum	Geranium dissectum L.	Geranium	dissectum	L.				1	1	0	1
3707	Dicot	Geraniaceae	Geranium molle	Geranium molle	Geranium molle L.	Geranium	molle	L.				1	1	0	1
3708	Dicot	Geraniaceae	Geranium oreganum	Geranium oreganum	Geranium oreganum Howell	Geranium	oreganum	Howell				1	1	0	1
3709	Dicot	Geraniaceae	Geranium potentilloides	Geranium potentilloides	Geranium potentilloides DC.	Geranium	potentilloides	DC.				1	1	0	1
3710	Dicot	Geraniaceae	Geranium pusillum	Geranium pusillum	Geranium pusillum Burm. f.	Geranium	pusillum	Burm. f.				1	1	0	1
3711	Dicot	Geraniaceae	Geranium retrorsum	Geranium retrorsum	Geranium retrorsum L'Hér.	Geranium	retrorsum	L'Hér. 				1	1	0	1
3712	Dicot	Geraniaceae	Geranium richardsonii	Geranium richardsonii	Geranium richardsonii Fisch. & Trautv.	Geranium	richardsonii	Fisch. & Trautv.				1	1	0	1
3713	Dicot	Geraniaceae	Geranium robertianum	Geranium robertianum	Geranium robertianum L.	Geranium	robertianum	L.				1	1	0	1
3714	Dicot	Geraniaceae	Geranium viscosissimum	Geranium viscosissimum	Geranium viscosissimum Fisch. & C.A. Mey.	Geranium	viscosissimum	Fisch. & C.A. Mey.				1	1	0	1
3715	Dicot	Geraniaceae	Pelargonium X-domesticum	Pelargonium X-domesticum	Pelargonium X-domesticum L.H. Bailey	Pelargonium	X-domesticum	L.H. Bailey				1	1	0	1
3716	Dicot	Geraniaceae	Pelargonium grossularioides	Pelargonium grossularioides	Pelargonium grossularioides (L.) L'Hér.	Pelargonium	grossularioides	(L.) L'Hér. 				1	1	0	1
3717	Dicot	Geraniaceae	Pelargonium X-hortorum	Pelargonium X-hortorum	Pelargonium X-hortorum L.H. Bailey	Pelargonium	X-hortorum	L.H. Bailey				1	1	0	1
3718	Dicot	Geraniaceae	Pelargonium inquinans	Pelargonium inquinans	Pelargonium inquinans (L.) L'Hér.	Pelargonium	inquinans	(L.) L'Hér. 				1	1	0	1
3719	Dicot	Geraniaceae	Pelargonium panduriforme	Pelargonium panduriforme	Pelargonium panduriforme Eckl. & Zeyher	Pelargonium	panduriforme	Eckl. & Zeyher				1	1	0	1
3720	Dicot	Geraniaceae	Pelargonium peltatum	Pelargonium peltatum	Pelargonium peltatum (L.) L'Hér.	Pelargonium	peltatum	(L.) L'Hér. 				1	1	0	1
3721	Dicot	Geraniaceae	Pelargonium quercifolium	Pelargonium quercifolium	Pelargonium quercifolium (L.) L'Hér.	Pelargonium	quercifolium	(L.) L'Hér. 				1	1	0	1
3722	Dicot	Geraniaceae	Pelargonium vitifolium	Pelargonium vitifolium	Pelargonium vitifolium (L.) L'Hér.	Pelargonium	vitifolium	(L.) L'Hér. 				1	1	0	1
3723	Dicot	Geraniaceae	Pelargonium zonale	Pelargonium zonale	Pelargonium zonale (L.) L'Hér.	Pelargonium	zonale	(L.) L'Hér. 				1	1	0	1
3724	Dicot	Grossulariaceae	Ribes amarum	Ribes amarum	Ribes amarum McClatchie	Ribes	amarum	McClatchie				1	1	0	1
3725	Dicot	Grossulariaceae	Ribes aureum	Ribes aureum	Ribes aureum Pursh	Ribes	aureum	Pursh				1	0	0	1
3726	Dicot	Grossulariaceae	Ribes aureum var. aureum	Ribes aureum	Ribes aureum Pursh var. aureum	Ribes	aureum	Pursh	var.	aureum		1	1	1	0
3727	Dicot	Grossulariaceae	Ribes aureum var. gracillimum	Ribes aureum	Ribes aureum Pursh var. gracillimum (Coville & Britton) Jeps.	Ribes	aureum	Pursh	var.	gracillimum	(Coville & Britton) Jeps.	1	1	1	0
3728	Dicot	Grossulariaceae	Ribes binominatum	Ribes binominatum	Ribes binominatum A. Heller	Ribes	binominatum	A. Heller				1	1	0	1
3729	Dicot	Grossulariaceae	Ribes bracteosum	Ribes bracteosum	Ribes bracteosum Douglas	Ribes	bracteosum	Douglas				1	1	0	1
3730	Dicot	Grossulariaceae	Ribes californicum	Ribes californicum	Ribes californicum Hook. & Arn.	Ribes	californicum	Hook. & Arn.				1	0	0	1
3731	Dicot	Grossulariaceae	Ribes californicum var. californicum	Ribes californicum	Ribes californicum Hook. & Arn. var. californicum	Ribes	californicum	Hook. & Arn.	var.	californicum		1	1	1	0
3732	Dicot	Grossulariaceae	Ribes californicum var. hesperium	Ribes californicum	Ribes californicum Hook. & Arn. var. hesperium (McClatchie) Jeps.	Ribes	californicum	Hook. & Arn.	var.	hesperium	(McClatchie) Jeps.	1	1	1	0
3733	Dicot	Grossulariaceae	Ribes canthariforme	Ribes canthariforme	Ribes canthariforme Wiggins	Ribes	canthariforme	Wiggins				1	1	0	1
3734	Dicot	Grossulariaceae	Ribes cereum	Ribes cereum	Ribes cereum Douglas	Ribes	cereum	Douglas				1	0	0	1
3735	Dicot	Grossulariaceae	Ribes cereum var. cereum	Ribes cereum	Ribes cereum Douglas var. cereum	Ribes	cereum	Douglas	var.	cereum		1	1	1	0
3736	Dicot	Grossulariaceae	Ribes cereum var. inebrians	Ribes cereum	Ribes cereum Douglas var. inebrians (Lindl.) C.L. Hitchc.	Ribes	cereum	Douglas	var.	inebrians	(Lindl.) C.L. Hitchc.	1	1	1	0
3737	Dicot	Grossulariaceae	Ribes divaricatum	Ribes divaricatum	Ribes divaricatum Douglas	Ribes	divaricatum	Douglas				1	0	0	1
3738	Dicot	Grossulariaceae	Ribes divaricatum var. parishii	Ribes divaricatum	Ribes divaricatum Douglas var. parishii (A. Heller) Jeps.	Ribes	divaricatum	Douglas	var.	parishii	(A. Heller) Jeps.	1	1	1	0
3739	Dicot	Grossulariaceae	Ribes divaricatum var. pubiflorum	Ribes divaricatum	Ribes divaricatum Douglas var. pubiflorum Koehne	Ribes	divaricatum	Douglas	var.	pubiflorum	Koehne	1	1	1	0
3740	Dicot	Grossulariaceae	Ribes hudsonianum var. petiolare	Ribes hudsonianum	Ribes hudsonianum A. Richards var. petiolare (Douglas) Jancz.	Ribes	hudsonianum	A. Richards	var.	petiolare	(Douglas) Jancz.	1	1	1	1
3741	Dicot	Grossulariaceae	Ribes indecorum	Ribes indecorum	Ribes indecorum Eastw.	Ribes	indecorum	Eastw.				1	1	0	1
3742	Dicot	Grossulariaceae	Ribes inerme	Ribes inerme	Ribes inerme Rydb.	Ribes	inerme	Rydb.				1	0	0	1
3743	Dicot	Grossulariaceae	Ribes inerme var. inerme	Ribes inerme	Ribes inerme Rydb. var. inerme	Ribes	inerme	Rydb.	var.	inerme		1	1	1	0
3744	Dicot	Grossulariaceae	Ribes inerme var. klamathense	Ribes inerme	Ribes inerme Rydb. var. klamathense (Coville & Britton) Jeps.	Ribes	inerme	Rydb.	var.	klamathense	(Coville & Britton) Jeps.	1	1	1	0
3745	Dicot	Grossulariaceae	Ribes lacustre	Ribes lacustre	Ribes lacustre (Pers.) Poiret	Ribes	lacustre	(Pers.) Poiret				1	1	0	1
3746	Dicot	Grossulariaceae	Ribes lasianthum	Ribes lasianthum	Ribes lasianthum Greene	Ribes	lasianthum	Greene				1	1	0	1
3747	Dicot	Grossulariaceae	Ribes laxiflorum	Ribes laxiflorum	Ribes laxiflorum Pursh	Ribes	laxiflorum	Pursh				1	1	0	1
3748	Dicot	Grossulariaceae	Ribes lobbii	Ribes lobbii	Ribes lobbii A. Gray	Ribes	lobbii	A. Gray				1	1	0	1
3749	Dicot	Grossulariaceae	Ribes malvaceum	Ribes malvaceum	Ribes malvaceum Sm.	Ribes	malvaceum	Sm.				1	0	0	1
3750	Dicot	Grossulariaceae	Ribes malvaceum var. malvaceum	Ribes malvaceum	Ribes malvaceum Sm. var. malvaceum	Ribes	malvaceum	Sm.	var.	malvaceum		1	1	1	0
3751	Dicot	Grossulariaceae	Ribes malvaceum var. viridifolium	Ribes malvaceum	Ribes malvaceum Sm. var. viridifolium Abrams	Ribes	malvaceum	Sm.	var.	viridifolium	Abrams	1	1	1	0
3752	Dicot	Grossulariaceae	Ribes marshallii	Ribes marshallii	Ribes marshallii Greene	Ribes	marshallii	Greene				1	1	0	1
3753	Dicot	Grossulariaceae	Ribes menziesii	Ribes menziesii	Ribes menziesii Pursh	Ribes	menziesii	Pursh				1	1	0	1
3754	Dicot	Grossulariaceae	Ribes montigenum	Ribes montigenum	Ribes montigenum McClatchie	Ribes	montigenum	McClatchie				1	1	0	1
3755	Dicot	Grossulariaceae	Ribes nevadense	Ribes nevadense	Ribes nevadense Kellogg	Ribes	nevadense	Kellogg				1	1	0	1
3756	Dicot	Grossulariaceae	Ribes quercetorum	Ribes quercetorum	Ribes quercetorum Greene	Ribes	quercetorum	Greene				1	1	0	1
3757	Dicot	Grossulariaceae	Ribes roezlii	Ribes roezlii	Ribes roezlii Regel	Ribes	roezlii	Regel				1	0	0	1
3758	Dicot	Grossulariaceae	Ribes roezlii var. amictum	Ribes roezlii	Ribes roezlii Regel var. amictum (Greene) Jeps.	Ribes	roezlii	Regel	var.	amictum	(Greene) Jeps.	1	1	1	0
3759	Dicot	Grossulariaceae	Ribes roezlii var. cruentum	Ribes roezlii	Ribes roezlii Regel var. cruentum (Greene) Rehder	Ribes	roezlii	Regel	var.	cruentum	(Greene) Rehder	1	1	1	0
3760	Dicot	Grossulariaceae	Ribes roezlii var. roezlii	Ribes roezlii	Ribes roezlii Regel var. roezlii	Ribes	roezlii	Regel	var.	roezlii		1	1	1	0
3761	Dicot	Grossulariaceae	Ribes sanguineum	Ribes sanguineum	Ribes sanguineum Pursh	Ribes	sanguineum	Pursh				1	0	0	1
3762	Dicot	Grossulariaceae	Ribes sanguineum var. glutinosum	Ribes sanguineum	Ribes sanguineum Pursh var. glutinosum (Benth.) Loudon	Ribes	sanguineum	Pursh	var.	glutinosum	(Benth.) Loudon	1	1	1	0
3763	Dicot	Grossulariaceae	Ribes sanguineum var. sanguineum	Ribes sanguineum	Ribes sanguineum Pursh var. sanguineum	Ribes	sanguineum	Pursh	var.	sanguineum		1	1	1	0
3764	Dicot	Grossulariaceae	Ribes sericeum	Ribes sericeum	Ribes sericeum Eastw.	Ribes	sericeum	Eastw.				1	1	0	1
3765	Dicot	Grossulariaceae	Ribes speciosum	Ribes speciosum	Ribes speciosum Pursh	Ribes	speciosum	Pursh				1	1	0	1
3766	Dicot	Grossulariaceae	Ribes thacherianum	Ribes thacherianum	Ribes thacherianum (Jeps.) Munz	Ribes	thacherianum	(Jeps.) Munz				1	1	0	1
3767	Dicot	Grossulariaceae	Ribes tularense	Ribes tularense	Ribes tularense (Coville) Fedde	Ribes	tularense	(Coville) Fedde				1	1	0	1
3768	Dicot	Grossulariaceae	Ribes velutinum	Ribes velutinum	Ribes velutinum Greene	Ribes	velutinum	Greene				1	1	0	1
3769	Dicot	Grossulariaceae	Ribes viburnifolium	Ribes viburnifolium	Ribes viburnifolium A. Gray	Ribes	viburnifolium	A. Gray				1	1	0	1
3770	Dicot	Grossulariaceae	Ribes victoris	Ribes victoris	Ribes victoris Greene	Ribes	victoris	Greene				1	1	0	1
3771	Dicot	Grossulariaceae	Ribes viscosissimum	Ribes viscosissimum	Ribes viscosissimum Pursh	Ribes	viscosissimum	Pursh				1	1	0	1
3772	Dicot	Gunneraceae	Gunnera tinctoria	Gunnera tinctoria	Gunnera tinctoria (Molina) Mirbel	Gunnera	tinctoria	(Molina) Mirbel				1	1	0	1
3773	Dicot	Haloragaceae	Haloragis erecta	Haloragis erecta	Haloragis erecta (Murray) Eichler	Haloragis	erecta	(Murray) Eichler				1	1	0	1
3774	Dicot	Haloragaceae	Myriophyllum aquaticum	Myriophyllum aquaticum	Myriophyllum aquaticum (Vell. Conc.) Verdc.	Myriophyllum	aquaticum	(Vell. Conc.) Verdc.				1	1	0	1
3775	Dicot	Haloragaceae	Myriophyllum hippuroides	Myriophyllum hippuroides	Myriophyllum hippuroides Torrey & A. Gray	Myriophyllum	hippuroides	Torrey & A. Gray				1	1	0	1
3776	Dicot	Haloragaceae	Myriophyllum sibiricum	Myriophyllum sibiricum	Myriophyllum sibiricum V. Komarov	Myriophyllum	sibiricum	V. Komarov				1	1	0	1
3777	Dicot	Haloragaceae	Myriophyllum spicatum	Myriophyllum spicatum	Myriophyllum spicatum L.	Myriophyllum	spicatum	L.				1	1	0	1
3778	Dicot	Haloragaceae	Myriophyllum verticillatum	Myriophyllum verticillatum	Myriophyllum verticillatum L.	Myriophyllum	verticillatum	L.				1	1	0	1
3779	Dicot	Hippocastanaceae	Aesculus californica	Aesculus californica	Aesculus californica (Spach) Nutt.	Aesculus	californica	(Spach) Nutt.				1	1	0	1
3780	Dicot	Hippuridaceae	Hippuris vulgaris	Hippuris vulgaris	Hippuris vulgaris L.	Hippuris	vulgaris	L.				1	1	0	1
3781	Dicot	Hydrophyllaceae	Draperia systyla	Draperia systyla	Draperia systyla (A. Gray) Torrey	Draperia	systyla	(A. Gray) Torrey				1	1	0	1
3782	Dicot	Hydrophyllaceae	Emmenanthe penduliflora	Emmenanthe penduliflora	Emmenanthe penduliflora Benth.	Emmenanthe	penduliflora	Benth.				1	0	0	1
3783	Dicot	Hydrophyllaceae	Emmenanthe penduliflora var. penduliflora	Emmenanthe penduliflora	Emmenanthe penduliflora Benth. var. penduliflora	Emmenanthe	penduliflora	Benth.	var.	penduliflora		1	1	1	0
3784	Dicot	Hydrophyllaceae	Emmenanthe penduliflora var. rosea	Emmenanthe penduliflora	Emmenanthe penduliflora Benth. var. rosea Brand	Emmenanthe	penduliflora	Benth.	var.	rosea	Brand	1	1	1	0
3785	Dicot	Hydrophyllaceae	Eriodictyon altissimum	Eriodictyon altissimum	Eriodictyon altissimum P. Wells	Eriodictyon	altissimum	P. Wells				1	1	0	1
3786	Dicot	Hydrophyllaceae	Eriodictyon angustifolium	Eriodictyon angustifolium	Eriodictyon angustifolium Nutt.	Eriodictyon	angustifolium	Nutt.				1	1	0	1
3787	Dicot	Hydrophyllaceae	Eriodictyon californicum	Eriodictyon californicum	Eriodictyon californicum (Hook. & Arn.) Torrey	Eriodictyon	californicum	(Hook. & Arn.) Torrey				1	1	0	1
3788	Dicot	Hydrophyllaceae	Eriodictyon capitatum	Eriodictyon capitatum	Eriodictyon capitatum Eastw.	Eriodictyon	capitatum	Eastw.				1	1	0	1
3789	Dicot	Hydrophyllaceae	Eriodictyon crassifolium	Eriodictyon crassifolium	Eriodictyon crassifolium Benth.	Eriodictyon	crassifolium	Benth.				1	0	0	1
3790	Dicot	Hydrophyllaceae	Eriodictyon crassifolium var. crassifolium	Eriodictyon crassifolium	Eriodictyon crassifolium Benth. var. crassifolium	Eriodictyon	crassifolium	Benth.	var.	crassifolium		1	1	1	0
3791	Dicot	Hydrophyllaceae	Eriodictyon crassifolium var. nigrescens	Eriodictyon crassifolium	Eriodictyon crassifolium Benth. var. nigrescens Brand	Eriodictyon	crassifolium	Benth.	var.	nigrescens	Brand	1	1	1	0
3792	Dicot	Hydrophyllaceae	Eriodictyon tomentosum	Eriodictyon tomentosum	Eriodictyon tomentosum Benth.	Eriodictyon	tomentosum	Benth.				1	1	0	1
3793	Dicot	Hydrophyllaceae	Eriodictyon traskiae	Eriodictyon traskiae	Eriodictyon traskiae Eastw.	Eriodictyon	traskiae	Eastw.				1	1	0	1
3794	Dicot	Hydrophyllaceae	Eriodictyon trichocalyx	Eriodictyon trichocalyx	Eriodictyon trichocalyx A. Heller	Eriodictyon	trichocalyx	A. Heller				1	0	0	1
3795	Dicot	Hydrophyllaceae	Eriodictyon trichocalyx var. lanatum	Eriodictyon trichocalyx	Eriodictyon trichocalyx A. Heller var. lanatum (Brand) Jeps.	Eriodictyon	trichocalyx	A. Heller	var.	lanatum	(Brand) Jeps.	1	1	1	0
3796	Dicot	Hydrophyllaceae	Eriodictyon trichocalyx var. trichocalyx	Eriodictyon trichocalyx	Eriodictyon trichocalyx A. Heller var. trichocalyx	Eriodictyon	trichocalyx	A. Heller	var.	trichocalyx		1	1	1	0
3797	Dicot	Hydrophyllaceae	Eucrypta chrysanthemifolia	Eucrypta chrysanthemifolia	Eucrypta chrysanthemifolia (Benth.) Greene	Eucrypta	chrysanthemifolia	(Benth.) Greene				1	0	0	1
3798	Dicot	Hydrophyllaceae	Eucrypta chrysanthemifolia var. bipinnatifida	Eucrypta chrysanthemifolia	Eucrypta chrysanthemifolia (Benth.) Greene var. bipinnatifida (Torrey) Constance	Eucrypta	chrysanthemifolia	(Benth.) Greene	var.	bipinnatifida	(Torrey) Constance	1	1	1	0
3799	Dicot	Hydrophyllaceae	Eucrypta chrysanthemifolia var. chrysanthemifolia	Eucrypta chrysanthemifolia	Eucrypta chrysanthemifolia (Benth.) Greene var. chrysanthemifolia	Eucrypta	chrysanthemifolia	(Benth.) Greene	var.	chrysanthemifolia		1	1	1	0
3800	Dicot	Hydrophyllaceae	Eucrypta micrantha	Eucrypta micrantha	Eucrypta micrantha (Torrey) A. Heller	Eucrypta	micrantha	(Torrey) A. Heller				1	1	0	1
3801	Dicot	Hydrophyllaceae	Hesperochiron californicus	Hesperochiron californicus	Hesperochiron californicus (Benth.) S. Watson	Hesperochiron	californicus	(Benth.) S. Watson				1	1	0	1
3802	Dicot	Hydrophyllaceae	Hesperochiron pumilus	Hesperochiron pumilus	Hesperochiron pumilus (Griseb.) Porter	Hesperochiron	pumilus	(Griseb.) Porter				1	1	0	1
3803	Dicot	Hydrophyllaceae	Hydrophyllum capitatum var. alpinum	Hydrophyllum capitatum	Hydrophyllum capitatum Douglas var. alpinum S. Watson	Hydrophyllum	capitatum	Douglas	var.	alpinum	S. Watson	1	1	1	1
3804	Dicot	Hydrophyllaceae	Hydrophyllum fendleri var. albifrons	Hydrophyllum fendleri	Hydrophyllum fendleri (A. Gray) var. albifrons (A. Heller) J.F. Macbr.	Hydrophyllum	fendleri	(A. Gray)	var.	albifrons	(A. Heller) J.F. Macbr.	1	1	1	1
3805	Dicot	Hydrophyllaceae	Hydrophyllum occidentale	Hydrophyllum occidentale	Hydrophyllum occidentale (S. Watson) A. Gray	Hydrophyllum	occidentale	(S. Watson) A. Gray				1	1	0	1
3806	Dicot	Hydrophyllaceae	Hydrophyllum tenuipes	Hydrophyllum tenuipes	Hydrophyllum tenuipes A. Heller	Hydrophyllum	tenuipes	A. Heller				1	1	0	1
3807	Dicot	Hydrophyllaceae	Nama aretioides	Nama aretioides	Nama aretioides (Hook. & Arn.) Brand	Nama	aretioides	(Hook. & Arn.) Brand				1	0	0	1
3808	Dicot	Hydrophyllaceae	Nama aretioides var. californicum	Nama aretioides	Nama aretioides (Hook. & Arn.) Brand var. californicum (Brand) Jeps.	Nama	aretioides	(Hook. & Arn.) Brand	var.	californicum	(Brand) Jeps.	1	1	1	0
3809	Dicot	Hydrophyllaceae	Nama aretioides var. multiflorum	Nama aretioides	Nama aretioides (Hook. & Arn.) Brand var. multiflorum (A. Heller) Jeps.	Nama	aretioides	(Hook. & Arn.) Brand	var.	multiflorum	(A. Heller) Jeps.	1	1	1	0
3810	Dicot	Hydrophyllaceae	Nama californicum	Nama californicum	Nama californicum (A. Gray) J.D. Bacon	Nama	californicum	(A. Gray) J.D. Bacon				1	1	0	1
3811	Dicot	Hydrophyllaceae	Nama demissum	Nama demissum	Nama demissum A. Gray	Nama	demissum	A. Gray				1	0	0	1
3812	Dicot	Hydrophyllaceae	Nama demissum var. covillei	Nama demissum	Nama demissum A. Gray var. covillei Brand	Nama	demissum	A. Gray	var.	covillei	Brand	1	1	1	0
3813	Dicot	Hydrophyllaceae	Nama demissum var. demissum	Nama demissum	Nama demissum A. Gray var. demissum	Nama	demissum	A. Gray	var.	demissum		1	1	1	0
3814	Dicot	Hydrophyllaceae	Nama densum	Nama densum	Nama densum Lemmon	Nama	densum	Lemmon				1	0	0	1
3815	Dicot	Hydrophyllaceae	Nama densum var. densum	Nama densum	Nama densum Lemmon var. densum	Nama	densum	Lemmon	var.	densum		1	1	1	0
3816	Dicot	Hydrophyllaceae	Nama densum var. parviflorum	Nama densum	Nama densum Lemmon var. parviflorum (Greenm.) C.L. Hitchc.	Nama	densum	Lemmon	var.	parviflorum	(Greenm.) C.L. Hitchc.	1	1	1	0
3817	Dicot	Hydrophyllaceae	Nama depressum	Nama depressum	Nama depressum A. Gray	Nama	depressum	A. Gray				1	1	0	1
3818	Dicot	Hydrophyllaceae	Nama dichotomum var. dichotomum	Nama dichotomum	Nama dichotomum (Ruiz & Pav.) Choisy var. dichotomum	Nama	dichotomum	(Ruiz & Pav.) Choisy	var.	dichotomum		1	1	1	1
