id	group	family	taxon	binomial	taxon.auth	genus	species	speciesAuth	intraRank	intraName	intraAuth	tjm1.valid	mrt	intra_rank	species_rank_or_only_subsp_in_CA
1283	Dicot	Asteraceae	Machaeranthera canescens	Machaeranthera canescens	Machaeranthera canescens (Pursh) A. Gray	Machaeranthera	canescens	(Pursh) A. Gray				1	0	0	1
1284	Dicot	Asteraceae	Machaeranthera canescens var. canescens	Machaeranthera canescens	Machaeranthera canescens (Pursh) A. Gray var. canescens	Machaeranthera	canescens	(Pursh) A. Gray	var.	canescens		1	1	1	0
1285	Dicot	Asteraceae	Machaeranthera canescens var. incana	Machaeranthera canescens	Machaeranthera canescens (Pursh) A. Gray var. incana (Lindl.) A. Gray	Machaeranthera	canescens	(Pursh) A. Gray	var.	incana	(Lindl.) A. Gray	1	1	1	0
1286	Dicot	Asteraceae	Machaeranthera canescens var. leucanthemifolia	Machaeranthera canescens	Machaeranthera canescens (Pursh) A. Gray var. leucanthemifolia (Greene) Welsh	Machaeranthera	canescens	(Pursh) A. Gray	var.	leucanthemifolia	(Greene) Welsh	1	1	1	0
1287	Dicot	Asteraceae	Machaeranthera canescens var. shastensis	Machaeranthera canescens	Machaeranthera canescens (Pursh) A. Gray var. shastensis (A. Gray) B.L. Turner	Machaeranthera	canescens	(Pursh) A. Gray	var.	shastensis	(A. Gray) B.L. Turner	1	1	1	0
1288	Dicot	Asteraceae	Machaeranthera canescens var. ziegleri	Machaeranthera canescens	Machaeranthera canescens (Pursh) A. Gray var. ziegleri (Munz) B.L. Turner	Machaeranthera	canescens	(Pursh) A. Gray	var.	ziegleri	(Munz) B.L. Turner	1	1	1	0
1289	Dicot	Asteraceae	Machaeranthera carnosa	Machaeranthera carnosa	Machaeranthera carnosa (A. Gray) G. Nesom	Machaeranthera	carnosa	(A. Gray) G. Nesom				1	1	0	1
1290	Dicot	Asteraceae	Machaeranthera gracilis	Machaeranthera gracilis	Machaeranthera gracilis (Nutt.) Shinn.	Machaeranthera	gracilis	(Nutt.) Shinn.				1	1	0	1
1291	Dicot	Asteraceae	Machaeranthera juncea	Machaeranthera juncea	Machaeranthera juncea (Greene) Shinn.	Machaeranthera	juncea	(Greene) Shinn.				1	1	0	1
1292	Dicot	Asteraceae	Machaeranthera pinnatifida var. gooddingii	Machaeranthera pinnatifida	Machaeranthera pinnatifida (Hook.) Shinn. var. gooddingii (Nelson) B.L. Turner & R.L. Hartman	Machaeranthera	pinnatifida	(Hook.) Shinn.	var.	gooddingii	(Nelson) B.L. Turner & R.L. Hartman	1	1	1	1
1293	Dicot	Asteraceae	Machaeranthera tanacetifolia	Machaeranthera tanacetifolia	Machaeranthera tanacetifolia (Kunth) Nees	Machaeranthera	tanacetifolia	(Kunth) Nees				1	1	0	1
1294	Dicot	Asteraceae	Madia anomala	Madia anomala	Madia anomala Greene	Madia	anomala	Greene				1	1	0	1
1295	Dicot	Asteraceae	Madia bolanderi	Madia bolanderi	Madia bolanderi (A. Gray) A. Gray	Madia	bolanderi	(A. Gray) A. Gray				1	1	0	1
1296	Dicot	Asteraceae	Madia citrigracilis	Madia citrigracilis	Madia citrigracilis D.D. Keck	Madia	citrigracilis	D.D. Keck				1	1	0	1
1297	Dicot	Asteraceae	Madia citriodora	Madia citriodora	Madia citriodora Greene	Madia	citriodora	Greene				1	1	0	1
1298	Dicot	Asteraceae	Madia doris-nilesiae	Madia doris-nilesiae	Madia doris-nilesiae T.W. Nelson & J.P. Nelson	Madia	doris-nilesiae	T.W. Nelson & J.P. Nelson				1	1	0	1
1299	Dicot	Asteraceae	Madia elegans	Madia elegans	Madia elegans Lindl.	Madia	elegans	Lindl.				1	0	0	1
1300	Dicot	Asteraceae	Madia elegans ssp. densifolia	Madia elegans	Madia elegans Lindl. ssp. densifolia (Greene) D.D. Keck	Madia	elegans	Lindl.	ssp.	densifolia	(Greene) D.D. Keck	1	1	1	0
1301	Dicot	Asteraceae	Madia elegans ssp. elegans	Madia elegans	Madia elegans Lindl. ssp. elegans	Madia	elegans	Lindl.	ssp.	elegans		1	1	1	0
1302	Dicot	Asteraceae	Madia elegans ssp. vernalis	Madia elegans	Madia elegans Lindl. ssp. vernalis D.D. Keck	Madia	elegans	Lindl.	ssp.	vernalis	D.D. Keck	1	1	1	0
1303	Dicot	Asteraceae	Madia elegans ssp. wheeleri	Madia elegans	Madia elegans Lindl. ssp. wheeleri (A. Gray) D.D. Keck	Madia	elegans	Lindl.	ssp.	wheeleri	(A. Gray) D.D. Keck	1	1	1	0
1304	Dicot	Asteraceae	Madia exigua	Madia exigua	Madia exigua (Sm.) A. Gray	Madia	exigua	(Sm.) A. Gray				1	1	0	1
1305	Dicot	Asteraceae	Madia glomerata	Madia glomerata	Madia glomerata Hook.	Madia	glomerata	Hook.				1	1	0	1
1306	Dicot	Asteraceae	Madia gracilis	Madia gracilis	Madia gracilis (Sm.) D.D. Keck	Madia	gracilis	(Sm.) D.D. Keck				1	1	0	1
1307	Dicot	Asteraceae	Madia hallii	Madia hallii	Madia hallii D.D. Keck	Madia	hallii	D.D. Keck				1	1	0	1
1308	Dicot	Asteraceae	Madia madioides	Madia madioides	Madia madioides (Nutt.) Greene	Madia	madioides	(Nutt.) Greene				1	1	0	1
1309	Dicot	Asteraceae	Madia minima	Madia minima	Madia minima (A. Gray) D.D. Keck	Madia	minima	(A. Gray) D.D. Keck				1	1	0	1
1310	Dicot	Asteraceae	Madia nutans	Madia nutans	Madia nutans (Greene) D.D. Keck	Madia	nutans	(Greene) D.D. Keck				1	1	0	1
1311	Dicot	Asteraceae	Madia radiata	Madia radiata	Madia radiata Kellogg	Madia	radiata	Kellogg				1	1	0	1
1312	Dicot	Asteraceae	Madia rammii	Madia rammii	Madia rammii Greene	Madia	rammii	Greene				1	1	0	1
1313	Dicot	Asteraceae	Madia sativa	Madia sativa	Madia sativa Molina	Madia	sativa	Molina				1	1	0	1
1314	Dicot	Asteraceae	Madia stebbinsii	Madia stebbinsii	Madia stebbinsii T.W. Nelson & J.P. Nelson	Madia	stebbinsii	T.W. Nelson & J.P. Nelson				1	1	0	1
1315	Dicot	Asteraceae	Madia subspicata	Madia subspicata	Madia subspicata D.D. Keck	Madia	subspicata	D.D. Keck				1	1	0	1
1316	Dicot	Asteraceae	Madia yosemitana	Madia yosemitana	Madia yosemitana A. Gray	Madia	yosemitana	A. Gray				1	1	0	1
1317	Dicot	Asteraceae	Malacothrix californica	Malacothrix californica	Malacothrix californica DC.	Malacothrix	californica	DC.				1	1	0	1
1318	Dicot	Asteraceae	Malacothrix clevelandii	Malacothrix clevelandii	Malacothrix clevelandii A. Gray	Malacothrix	clevelandii	A. Gray				1	1	0	1
1319	Dicot	Asteraceae	Malacothrix coulteri	Malacothrix coulteri	Malacothrix coulteri Harv. & A. Gray	Malacothrix	coulteri	Harv. & A. Gray				1	1	0	1
1320	Dicot	Asteraceae	Malacothrix floccifera	Malacothrix floccifera	Malacothrix floccifera (DC.) S.F. Blake	Malacothrix	floccifera	(DC.) S.F. Blake				1	1	0	1
1321	Dicot	Asteraceae	Malacothrix foliosa	Malacothrix foliosa	Malacothrix foliosa A. Gray	Malacothrix	foliosa	A. Gray				1	1	0	1
1322	Dicot	Asteraceae	Malacothrix glabrata	Malacothrix glabrata	Malacothrix glabrata A. Gray	Malacothrix	glabrata	A. Gray				1	1	0	1
1323	Dicot	Asteraceae	Malacothrix incana	Malacothrix incana	Malacothrix incana (Nutt.) Torrey & A. Gray	Malacothrix	incana	(Nutt.) Torrey & A. Gray				1	1	0	1
1324	Dicot	Asteraceae	Malacothrix indecora	Malacothrix indecora	Malacothrix indecora Greene	Malacothrix	indecora	Greene				1	1	0	1
1325	Dicot	Asteraceae	Malacothrix phaeocarpa	Malacothrix phaeocarpa	Malacothrix phaeocarpa W.S. Davis	Malacothrix	phaeocarpa	W.S. Davis				1	1	0	1
1326	Dicot	Asteraceae	Malacothrix saxatilis	Malacothrix saxatilis	Malacothrix saxatilis (Nutt.) Torrey & A. Gray	Malacothrix	saxatilis	(Nutt.) Torrey & A. Gray				1	0	0	1
1327	Dicot	Asteraceae	Malacothrix saxatilis var. arachnoidea	Malacothrix saxatilis	Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. arachnoidea (McGregor) E. Williams	Malacothrix	saxatilis	(Nutt.) Torrey & A. Gray	var.	arachnoidea	(McGregor) E. Williams	1	1	1	0
1328	Dicot	Asteraceae	Malacothrix saxatilis var. commutata	Malacothrix saxatilis	Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. commutata Ferris	Malacothrix	saxatilis	(Nutt.) Torrey & A. Gray	var.	commutata	Ferris	1	1	1	0
1329	Dicot	Asteraceae	Malacothrix saxatilis var. implicata	Malacothrix saxatilis	Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. implicata (Eastw.) H.M. Hall	Malacothrix	saxatilis	(Nutt.) Torrey & A. Gray	var.	implicata	(Eastw.) H.M. Hall	1	1	1	0
1330	Dicot	Asteraceae	Malacothrix saxatilis var. saxatilis	Malacothrix saxatilis	Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. saxatilis	Malacothrix	saxatilis	(Nutt.) Torrey & A. Gray	var.	saxatilis		1	1	1	0
1331	Dicot	Asteraceae	Malacothrix saxatilis var. tenuifolia	Malacothrix saxatilis	Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. tenuifolia (Nutt.) A. Gray	Malacothrix	saxatilis	(Nutt.) Torrey & A. Gray	var.	tenuifolia	(Nutt.) A. Gray	1	1	1	0
1332	Dicot	Asteraceae	Malacothrix sonchoides	Malacothrix sonchoides	Malacothrix sonchoides (Nutt.) Torrey & A. Gray	Malacothrix	sonchoides	(Nutt.) Torrey & A. Gray				1	1	0	1
1333	Dicot	Asteraceae	Malacothrix squalida	Malacothrix squalida	Malacothrix squalida Greene	Malacothrix	squalida	Greene				1	1	0	1
1334	Dicot	Asteraceae	Malacothrix stebbinsii	Malacothrix stebbinsii	Malacothrix stebbinsii W.S. Davis & Raven	Malacothrix	stebbinsii	W.S. Davis & Raven				1	1	0	1
1335	Dicot	Asteraceae	Malacothrix torreyi	Malacothrix torreyi	Malacothrix torreyi A. Gray	Malacothrix	torreyi	A. Gray				1	1	0	1
1336	Dicot	Asteraceae	Malperia tenuis	Malperia tenuis	Malperia tenuis S. Watson	Malperia	tenuis	S. Watson				1	1	0	1
1337	Dicot	Asteraceae	Micropus amphibolus	Micropus amphibolus	Micropus amphibolus A. Gray	Micropus	amphibolus	A. Gray				1	1	0	1
1338	Dicot	Asteraceae	Micropus californicus	Micropus californicus	Micropus californicus Fisch. & C.A. Mey.	Micropus	californicus	Fisch. & C.A. Mey.				1	0	0	1
1339	Dicot	Asteraceae	Micropus californicus var. californicus	Micropus californicus	Micropus californicus Fisch. & C.A. Mey. var. californicus	Micropus	californicus	Fisch. & C.A. Mey.	var.	californicus		1	1	1	0
1340	Dicot	Asteraceae	Micropus californicus var. subvestitus	Micropus californicus	Micropus californicus Fisch. & C.A. Mey. var. subvestitus A. Gray	Micropus	californicus	Fisch. & C.A. Mey.	var.	subvestitus	A. Gray	1	1	1	0
1341	Dicot	Asteraceae	Microseris acuminata	Microseris acuminata	Microseris acuminata Greene	Microseris	acuminata	Greene				1	1	0	1
1342	Dicot	Asteraceae	Microseris bigelovii	Microseris bigelovii	Microseris bigelovii (A. Gray) Schultz-Bip.	Microseris	bigelovii	(A. Gray) Schultz-Bip.				1	1	0	1
1343	Dicot	Asteraceae	Microseris borealis	Microseris borealis	Microseris borealis (Bong.) Schultz-Bip.	Microseris	borealis	(Bong.) Schultz-Bip.				1	1	0	1
1344	Dicot	Asteraceae	Microseris campestris	Microseris campestris	Microseris campestris Greene	Microseris	campestris	Greene				1	1	0	1
1345	Dicot	Asteraceae	Microseris douglasii	Microseris douglasii	Microseris douglasii (DC.) Schultz-Bip.	Microseris	douglasii	(DC.) Schultz-Bip.				1	0	0	1
1346	Dicot	Asteraceae	Microseris douglasii ssp. douglasii	Microseris douglasii	Microseris douglasii (DC.) Schultz-Bip. ssp. douglasii	Microseris	douglasii	(DC.) Schultz-Bip.	ssp.	douglasii		1	1	1	0
1347	Dicot	Asteraceae	Microseris douglasii ssp. platycarpha	Microseris douglasii	Microseris douglasii (DC.) Schultz-Bip. ssp. platycarpha (A. Gray) Chambers	Microseris	douglasii	(DC.) Schultz-Bip.	ssp.	platycarpha	(A. Gray) Chambers	1	1	1	0
1348	Dicot	Asteraceae	Microseris douglasii ssp. tenella	Microseris douglasii	Microseris douglasii (DC.) Schultz-Bip. ssp. tenella (A. Gray) Chambers	Microseris	douglasii	(DC.) Schultz-Bip.	ssp.	tenella	(A. Gray) Chambers	1	1	1	0
1349	Dicot	Asteraceae	Microseris elegans	Microseris elegans	Microseris elegans A. Gray	Microseris	elegans	A. Gray				1	1	0	1
1350	Dicot	Asteraceae	Microseris laciniata	Microseris laciniata	Microseris laciniata (Hook.) Schultz-Bip.	Microseris	laciniata	(Hook.) Schultz-Bip.				1	0	0	1
1351	Dicot	Asteraceae	Microseris laciniata ssp. laciniata	Microseris laciniata	Microseris laciniata (Hook.) Schultz-Bip. ssp. laciniata	Microseris	laciniata	(Hook.) Schultz-Bip.	ssp.	laciniata		1	1	1	0
1352	Dicot	Asteraceae	Microseris laciniata ssp. leptosepala	Microseris laciniata	Microseris laciniata (Hook.) Schultz-Bip. ssp. leptosepala (Nutt.) Chambers	Microseris	laciniata	(Hook.) Schultz-Bip.	ssp.	leptosepala	(Nutt.) Chambers	1	1	1	0
1353	Dicot	Asteraceae	Microseris laciniata ssp. siskiyouensis	Microseris laciniata	Microseris laciniata (Hook.) Schultz-Bip. ssp. siskiyouensis Chambers	Microseris	laciniata	(Hook.) Schultz-Bip.	ssp.	siskiyouensis	Chambers	1	1	1	0
1354	Dicot	Asteraceae	Microseris nutans	Microseris nutans	Microseris nutans (Hook.) Schultz-Bip.	Microseris	nutans	(Hook.) Schultz-Bip.				1	1	0	1
1355	Dicot	Asteraceae	Microseris paludosa	Microseris paludosa	Microseris paludosa (Greene) J.T. Howell	Microseris	paludosa	(Greene) J.T. Howell				1	1	0	1
1356	Dicot	Asteraceae	Microseris sylvatica	Microseris sylvatica	Microseris sylvatica (Benth.) Schultz-Bip.	Microseris	sylvatica	(Benth.) Schultz-Bip.				1	1	0	1
1357	Dicot	Asteraceae	Monolopia gracilens	Monolopia gracilens	Monolopia gracilens A. Gray	Monolopia	gracilens	A. Gray				1	1	0	1
1358	Dicot	Asteraceae	Monolopia lanceolata	Monolopia lanceolata	Monolopia lanceolata Nutt.	Monolopia	lanceolata	Nutt.				1	1	0	1
1359	Dicot	Asteraceae	Monolopia major	Monolopia major	Monolopia major DC.	Monolopia	major	DC.				1	1	0	1
1360	Dicot	Asteraceae	Monolopia stricta	Monolopia stricta	Monolopia stricta Crum	Monolopia	stricta	Crum				1	1	0	1
1361	Dicot	Asteraceae	Monoptilon bellidiforme	Monoptilon bellidiforme	Monoptilon bellidiforme A. Gray	Monoptilon	bellidiforme	A. Gray				1	1	0	1
1362	Dicot	Asteraceae	Monoptilon bellioides	Monoptilon bellioides	Monoptilon bellioides (A. Gray) H.M. Hall	Monoptilon	bellioides	(A. Gray) H.M. Hall				1	1	0	1
1363	Dicot	Asteraceae	Nicolletia occidentalis	Nicolletia occidentalis	Nicolletia occidentalis A. Gray	Nicolletia	occidentalis	A. Gray				1	1	0	1
1364	Dicot	Asteraceae	Nothocalais alpestris	Nothocalais alpestris	Nothocalais alpestris (A. Gray) Chambers	Nothocalais	alpestris	(A. Gray) Chambers				1	1	0	1
1365	Dicot	Asteraceae	Nothocalais troximoides	Nothocalais troximoides	Nothocalais troximoides (A. Gray) Greene	Nothocalais	troximoides	(A. Gray) Greene				1	1	0	1
1366	Dicot	Asteraceae	Onopordum acanthium ssp. acanthium	Onopordum acanthium	Onopordum acanthium L. ssp. acanthium	Onopordum	acanthium	L.	ssp.	acanthium		1	1	1	1
1367	Dicot	Asteraceae	Onopordum illyricum	Onopordum illyricum	Onopordum illyricum L.	Onopordum	illyricum	L.				1	1	0	1
1368	Dicot	Asteraceae	Onopordum tauricum	Onopordum tauricum	Onopordum tauricum Willd.	Onopordum	tauricum	Willd.				1	1	0	1
1369	Dicot	Asteraceae	Orochaenactis thysanocarpha	Orochaenactis thysanocarpha	Orochaenactis thysanocarpha (A. Gray) Coville	Orochaenactis	thysanocarpha	(A. Gray) Coville				1	1	0	1
1370	Dicot	Asteraceae	Osmadenia tenella	Osmadenia tenella	Osmadenia tenella Nutt.	Osmadenia	tenella	Nutt.				1	1	0	1
1371	Dicot	Asteraceae	Osteospermum ecklonis	Osteospermum ecklonis	Osteospermum ecklonis (DC.) Norlindh	Osteospermum	ecklonis	(DC.) Norlindh				1	1	0	1
1372	Dicot	Asteraceae	Palafoxia arida	Palafoxia arida	Palafoxia arida B.L. Turner & M. Morris	Palafoxia	arida	B.L. Turner & M. Morris				1	0	0	1
1373	Dicot	Asteraceae	Palafoxia arida var. arida	Palafoxia arida	Palafoxia arida B.L. Turner & M. Morris var. arida	Palafoxia	arida	B.L. Turner & M. Morris	var.	arida		1	1	1	0
1374	Dicot	Asteraceae	Palafoxia arida var. gigantea	Palafoxia arida	Palafoxia arida B.L. Turner & M. Morris var. gigantea (M.E. Jones) B.L. Turner & M. Morris	Palafoxia	arida	B.L. Turner & M. Morris	var.	gigantea	(M.E. Jones) B.L. Turner & M. Morris	1	1	1	0
1375	Dicot	Asteraceae	Pectis papposa var. papposa	Pectis papposa	Pectis papposa Harv. & A. Gray var. papposa	Pectis	papposa	Harv. & A. Gray	var.	papposa		1	1	1	1
1376	Dicot	Asteraceae	Pentachaeta alsinoides	Pentachaeta alsinoides	Pentachaeta alsinoides Greene	Pentachaeta	alsinoides	Greene				1	1	0	1
1377	Dicot	Asteraceae	Pentachaeta aurea	Pentachaeta aurea	Pentachaeta aurea Nutt.	Pentachaeta	aurea	Nutt.				1	1	0	1
1378	Dicot	Asteraceae	Pentachaeta bellidiflora	Pentachaeta bellidiflora	Pentachaeta bellidiflora Greene	Pentachaeta	bellidiflora	Greene				1	1	0	1
1379	Dicot	Asteraceae	Pentachaeta exilis	Pentachaeta exilis	Pentachaeta exilis (A. Gray) A. Gray	Pentachaeta	exilis	(A. Gray) A. Gray				1	0	0	1
1380	Dicot	Asteraceae	Pentachaeta exilis ssp. aeolica	Pentachaeta exilis	Pentachaeta exilis (A. Gray) A. Gray ssp. aeolica Van Horn & Ornd.	Pentachaeta	exilis	(A. Gray) A. Gray	ssp.	aeolica	Van Horn & Ornd.	1	1	1	0
1381	Dicot	Asteraceae	Pentachaeta exilis ssp. exilis	Pentachaeta exilis	Pentachaeta exilis (A. Gray) A. Gray ssp. exilis	Pentachaeta	exilis	(A. Gray) A. Gray	ssp.	exilis		1	1	1	0
1382	Dicot	Asteraceae	Pentachaeta fragilis	Pentachaeta fragilis	Pentachaeta fragilis Brandegee	Pentachaeta	fragilis	Brandegee				1	1	0	1
1383	Dicot	Asteraceae	Pentachaeta lyonii	Pentachaeta lyonii	Pentachaeta lyonii A. Gray	Pentachaeta	lyonii	A. Gray				1	1	0	1
1384	Dicot	Asteraceae	Pericome caudata	Pericome caudata	Pericome caudata A. Gray	Pericome	caudata	A. Gray				1	1	0	1
1385	Dicot	Asteraceae	Perityle emoryi	Perityle emoryi	Perityle emoryi Torrey	Perityle	emoryi	Torrey				1	1	0	1
1386	Dicot	Asteraceae	Perityle inyoensis	Perityle inyoensis	Perityle inyoensis (Ferris) A. Powell	Perityle	inyoensis	(Ferris) A. Powell				1	1	0	1
1387	Dicot	Asteraceae	Perityle megalocephala	Perityle megalocephala	Perityle megalocephala (S. Watson) J.F. Macbr.	Perityle	megalocephala	(S. Watson) J.F. Macbr.				1	0	0	1
1388	Dicot	Asteraceae	Perityle megalocephala var. megalocephala	Perityle megalocephala	Perityle megalocephala (S. Watson) J.F. Macbr. var. megalocephala	Perityle	megalocephala	(S. Watson) J.F. Macbr.	var.	megalocephala		1	1	1	0
1389	Dicot	Asteraceae	Perityle megalocephala var. oligophylla	Perityle megalocephala	Perityle megalocephala (S. Watson) J.F. Macbr. var. oligophylla A. Powell	Perityle	megalocephala	(S. Watson) J.F. Macbr.	var.	oligophylla	A. Powell	1	1	1	0
1390	Dicot	Asteraceae	Perityle villosa	Perityle villosa	Perityle villosa (S.F. Blake) Shinn.	Perityle	villosa	(S.F. Blake) Shinn.				1	1	0	1
1391	Dicot	Asteraceae	Petasites frigidus var. palmatus	Petasites frigidus	Petasites frigidus (L.) Fries var. palmatus (Aiton) Cronquist	Petasites	frigidus	(L.) Fries	var.	palmatus	(Aiton) Cronquist	1	1	1	1
1392	Dicot	Asteraceae	Petradoria pumila ssp. pumila	Petradoria pumila	Petradoria pumila (Nutt.) Greene ssp. pumila	Petradoria	pumila	(Nutt.) Greene	ssp.	pumila		1	1	1	1
1393	Dicot	Asteraceae	Peucephyllum schottii	Peucephyllum schottii	Peucephyllum schottii A. Gray	Peucephyllum	schottii	A. Gray				1	1	0	1
1394	Dicot	Asteraceae	Phalacroseris bolanderi	Phalacroseris bolanderi	Phalacroseris bolanderi A. Gray	Phalacroseris	bolanderi	A. Gray				1	1	0	1
1395	Dicot	Asteraceae	Picris echioides	Picris echioides	Picris echioides L.	Picris	echioides	L.				1	1	0	1
1396	Dicot	Asteraceae	Pleurocoronis pluriseta	Pleurocoronis pluriseta	Pleurocoronis pluriseta (A. Gray) R.M. King & H. Rob.	Pleurocoronis	pluriseta	(A. Gray) R.M. King & H. Rob.				1	1	0	1
1397	Dicot	Asteraceae	Pluchea odorata	Pluchea odorata	Pluchea odorata (L.) Cass.	Pluchea	odorata	(L.) Cass.				1	1	0	1
1398	Dicot	Asteraceae	Pluchea sericea	Pluchea sericea	Pluchea sericea (Nutt.) Coville	Pluchea	sericea	(Nutt.) Coville				1	1	0	1
1399	Dicot	Asteraceae	Porophyllum gracile	Porophyllum gracile	Porophyllum gracile Benth.	Porophyllum	gracile	Benth.				1	1	0	1
1400	Dicot	Asteraceae	Prenanthella exigua	Prenanthella exigua	Prenanthella exigua (A. Gray) Rydb.	Prenanthella	exigua	(A. Gray) Rydb.				1	1	0	1
1401	Dicot	Asteraceae	Prionopsis ciliata	Prionopsis ciliata	Prionopsis ciliata (Nutt.) Nutt.	Prionopsis	ciliata	(Nutt.) Nutt.				1	1	0	1
1402	Dicot	Asteraceae	Psathyrotes annua	Psathyrotes annua	Psathyrotes annua (Nutt.) A. Gray	Psathyrotes	annua	(Nutt.) A. Gray				1	1	0	1
1403	Dicot	Asteraceae	Psathyrotes ramosissima	Psathyrotes ramosissima	Psathyrotes ramosissima (Torrey) A. Gray	Psathyrotes	ramosissima	(Torrey) A. Gray				1	1	0	1
1404	Dicot	Asteraceae	Pseudobahia bahiifolia	Pseudobahia bahiifolia	Pseudobahia bahiifolia (Benth.) Rydb.	Pseudobahia	bahiifolia	(Benth.) Rydb.				1	1	0	1
1405	Dicot	Asteraceae	Pseudobahia heermannii	Pseudobahia heermannii	Pseudobahia heermannii (Durand) Rydb.	Pseudobahia	heermannii	(Durand) Rydb.				1	1	0	1
1406	Dicot	Asteraceae	Pseudobahia peirsonii	Pseudobahia peirsonii	Pseudobahia peirsonii Munz	Pseudobahia	peirsonii	Munz				1	1	0	1
1407	Dicot	Asteraceae	Psilocarphus brevissimus	Psilocarphus brevissimus	Psilocarphus brevissimus Nutt.	Psilocarphus	brevissimus	Nutt.				1	0	0	1
1408	Dicot	Asteraceae	Psilocarphus brevissimus var. brevissimus	Psilocarphus brevissimus	Psilocarphus brevissimus Nutt. var. brevissimus	Psilocarphus	brevissimus	Nutt.	var.	brevissimus		1	1	1	0
1409	Dicot	Asteraceae	Psilocarphus brevissimus var. multiflorus	Psilocarphus brevissimus	Psilocarphus brevissimus Nutt. var. multiflorus Cronquist	Psilocarphus	brevissimus	Nutt.	var.	multiflorus	Cronquist	1	1	1	0
1410	Dicot	Asteraceae	Psilocarphus elatior	Psilocarphus elatior	Psilocarphus elatior (A. Gray) A. Gray	Psilocarphus	elatior	(A. Gray) A. Gray				1	1	0	1
1411	Dicot	Asteraceae	Psilocarphus oregonus	Psilocarphus oregonus	Psilocarphus oregonus Nutt.	Psilocarphus	oregonus	Nutt.				1	1	0	1
1412	Dicot	Asteraceae	Psilocarphus tenellus	Psilocarphus tenellus	Psilocarphus tenellus Nutt.	Psilocarphus	tenellus	Nutt.				1	0	0	1
1413	Dicot	Asteraceae	Psilocarphus tenellus var. globiferus	Psilocarphus tenellus	Psilocarphus tenellus Nutt. var. globiferus (DC.) Morefield	Psilocarphus	tenellus	Nutt.	var.	globiferus	(DC.) Morefield	1	1	1	0
1414	Dicot	Asteraceae	Psilocarphus tenellus var. tenellus	Psilocarphus tenellus	Psilocarphus tenellus Nutt. var. tenellus	Psilocarphus	tenellus	Nutt.	var.	tenellus		1	1	1	0
1415	Dicot	Asteraceae	Psilostrophe cooperi	Psilostrophe cooperi	Psilostrophe cooperi (A. Gray) Greene	Psilostrophe	cooperi	(A. Gray) Greene				1	1	0	1
1416	Dicot	Asteraceae	Pulicaria paludosa	Pulicaria paludosa	Pulicaria paludosa Link	Pulicaria	paludosa	Link				1	1	0	1
1417	Dicot	Asteraceae	Pyrrocoma apargioides	Pyrrocoma apargioides	Pyrrocoma apargioides (A. Gray) Greene	Pyrrocoma	apargioides	(A. Gray) Greene				1	1	0	1
1418	Dicot	Asteraceae	Pyrrocoma carthamoides var. cusickii	Pyrrocoma carthamoides	Pyrrocoma carthamoides Hook. var. cusickii (A. Gray) Kartesz & Gandhi	Pyrrocoma	carthamoides	Hook.	var.	cusickii	(A. Gray) Kartesz & Gandhi	1	1	1	1
1419	Dicot	Asteraceae	Pyrrocoma hirta	Pyrrocoma hirta	Pyrrocoma hirta (A. Gray) Greene	Pyrrocoma	hirta	(A. Gray) Greene				1	0	0	1
1420	Dicot	Asteraceae	Pyrrocoma hirta var. hirta	Pyrrocoma hirta	Pyrrocoma hirta (A. Gray) Greene var. hirta	Pyrrocoma	hirta	(A. Gray) Greene	var.	hirta		1	1	1	0
1421	Dicot	Asteraceae	Pyrrocoma hirta var. lanulosa	Pyrrocoma hirta	Pyrrocoma hirta (A. Gray) Greene var. lanulosa (Greene) G.K. Br. & D.J. Keil	Pyrrocoma	hirta	(A. Gray) Greene	var.	lanulosa	(Greene) G.K. Br. & D.J. Keil	1	1	1	0
